Row No.,DBMS,In-memory,"column-
orientedness", Multi-GPU,RAM size (GB),Evolution,Interconnect,"Database 
Size (GB)",Query Name,aggregation,subquery,# of joins,"# of attributes 
to be referenced 
(on the fact table)",# of (projection+selection) attributes to be referenced by query,"# of all tables 
to be referenced","# of distinct tables
 to be referenced",case-when,order by,HtoD time (㎲),DtoH time (㎲),GPU Page Fault,"# of kernels 
invoked","GPU utilization
(Kernel Time, ㎲)","GPU Utilization 
(Kernel Time, %)",Elapsed Time (㎲),"Elapsed Time 
on NVProf (ms)","Profiling 
Overhead (ms)","cudaLaunchKernel 
start time (ms)",,
269,OmniSci,T,T,F,48,1080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,110021.29,78.4,,67,12547.27,0.2,44000,1088,8.69259,,,
270,OmniSci,T,T,F,48,1080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,113117.8,53.888,,1,1806.91,0.1,9000,882,3.90479,,,
271,OmniSci,T,T,F,48,1080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,120928.04,42.049,,12,43760.19,0.7,55000,1097,8.63184,,,
272,OmniSci,T,T,F,48,1080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,104750.02,120.577,,85,33156.13,0.6,72000,1270,8.79441,,,
273,OmniSci,T,T,F,48,1080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,146116.36,24.705,,12,107712.44,1.8,122000,1366,8.26649,,,
274,OmniSci,T,T,F,48,1080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,111065.52,2596.39,,16,144828.34,2.5,310000,1719,8.67028,,,
275,OmniSci,T,T,F,48,1080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,11949.33,3566.71,,22,1212.47,0,183000,1260,9.39669,,,
276,OmniSci,T,T,F,48,1080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,78339.79,42.977,,59,3942.33,0.1,30000,987,7.7451,,,
277,OmniSci,T,T,F,48,1080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,12244.73,2423.29,,59,87579410,94.3,86849000,89693,11.56161,,,
278,OmniSci,T,T,F,48,1080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,97525.73,109.89,,5,8329.15,0.1,22000,1005,8.51944,,,
279,OmniSci,T,T,F,48,1080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,81751.9,253.06,,12,4039.58,0.1,103000,836,9.02115,,,
280,OmniSci,T,T,F,48,1080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,7012.71,198769.69,,7,6997.89,0.1,6358000,7354,8.90395,,,
281,OmniSci,T,T,F,48,1080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,82995.48,7386.9,,11,98745.59,1.7,1249000,2372,8.98563,,,
282,OmniSci,T,T,F,48,1080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,124672.92,87261.96,,17,34845.95,0.3,4916000,6315,9.23653,,,
283,OmniSci,T,T,F,48,1080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,146733.02,55.425,,3,50490.19,0.9,66000,1163,8.24196,,,
284,OmniSci,T,T,F,48,1080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,104445.75,24237.35,,23,134966.23,1.1,5977000,7747,9.92896,,,
285,OmniSci,T,T,F,48,1080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,,,,,
286,OmniSci,T,T,F,48,1080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
309,OmniSci,T,T,F,48,2080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,198281.18,44.832,,2,200601.94,2,106000,1781,,,,
310,OmniSci,T,T,F,48,2080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,12492.1,4544.98,,39,19219980,58.5,20123000,21341,,,,
311,OmniSci,T,T,F,48,2080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,113650.03,660.734,,12,42793.53,0.4,425000,1659,,,,
312,OmniSci,T,T,F,48,2080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,86616.17,85.30443,,149,7823.85,0.1,3913000,5223,,,,
313,OmniSci,T,T,F,48,2080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,110112.53,213.246,,147,9332.65,0.1,76000,1153,,,,
314,OmniSci,T,T,F,48,2080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,112891.98,129.695,,1,1345.6,0,10000,896,,,,
315,OmniSci,T,T,F,48,2080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,114648.9,69.088,,12,36184.29,0.4,55000,1114,,,,
316,OmniSci,T,T,F,48,2080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,126577.63,285.824,,165,18347.25,0.2,90000,1317,,,,
317,OmniSci,T,T,F,48,2080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,160451.56,50.944,,12,72513.77,0.6,90000,1368,,,,
318,OmniSci,T,T,F,48,2080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,110723.36,2473.91,,16,127503.47,1.1,296000,1715,,,,
319,OmniSci,T,T,F,48,2080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,11964,3476.18,,22,1455.13,0,192000,1291,,,,
320,OmniSci,T,T,F,48,2080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,85780.02,101.856,,139,3673.62,0,60000,1035,,,,
321,OmniSci,T,T,F,48,2080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,12433.12,2480.25,,139,25556960,26.6,25891000,27665,,,,
322,OmniSci,T,T,F,48,2080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,81534.73,264,,5,3810.97,0,26000,1007,,,,
323,OmniSci,T,T,F,48,2080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,81718.79,473.373,,12,3245.08,0,158000,898,,,,
324,OmniSci,T,T,F,48,2080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,7356.78,194575.06,,7,6194.48,0,6384000,7365,,,,
325,OmniSci,T,T,F,48,2080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,84657.89,7.8466,,11,62984.87,0.4,1264000,2330,,,,
326,OmniSci,T,T,F,48,2080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,124691.47,85147.07,,17,31867.75,0.2,4954000,6311,,,,
327,OmniSci,T,T,F,48,2080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,146922.44,137.439,,3,25025.01,0.2,52000,1141,,,,
328,OmniSci,T,T,F,48,2080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,105366.28,24.50847,,23,116900.74,0.7,6064000,7817,,,,
329,OmniSci,T,T,F,48,2080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,,-,-,-,,-,,-,-,-,-,-
330,OmniSci,T,T,F,48,2080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,-,-,-,,-,,-,-,-,-,-
375,OmniSci,T,T,F,48,1080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,425236.33,19.745,,2,435767.81,7.4,411000,2809,17.81979,,,
376,OmniSci,T,T,F,48,1080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,27824.04,14279.97,,39,583905940,98.8,577622000,586623,10.10621,,,
377,OmniSci,T,T,F,48,1080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,236229.53,1041.3,,12,94304.24,1.6,895000,2527,11.97479,,,
378,OmniSci,T,T,F,48,1080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,156991.03,180323.37,,69,19153.75,0.2,7598000,9237,12.10662,,,
379,OmniSci,T,T,F,48,1080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,218532.8,77.442,,67,27131.83,0.5,69000,1400,8.31651,,,
380,OmniSci,T,T,F,48,1080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,201877.14,88.739,,1,3580.05,0.1,16000,1141,3.69404,,,
381,OmniSci,T,T,F,48,1080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,240693.2,42.113,,12,91483.96,1.6,111000,1404,8.62678,,,
382,OmniSci,T,T,F,48,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,252196.15,120.482,,85,80012.72,1.4,129000,1639,9.00949,,,
383,OmniSci,T,T,F,48,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,324891.73,23.872,,12,229345.52,3.9,247000,1992,8.28775,,,
384,OmniSci,T,T,F,48,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,219891.11,4942.87,,16,285686.8,4.9,608000,2450,8.62585,,,
385,OmniSci,T,T,F,48,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,24774.62,5679.62,,22,2054.35,0,337000,1460,9.39048,,,
386,OmniSci,T,T,F,48,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,178976.13,43.328,,59,7736.32,0.1,37000,1242,8.52593,,,
387,OmniSci,T,T,F,48,1080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,25431.69,4480.54,,59,350721760,97.4,351501000,353922,11.07454,,,
388,OmniSci,T,T,F,48,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,196228.24,179.745,,5,22054.92,0.4,40000,1232,8.58517,,,
389,OmniSci,T,T,F,48,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,162487.89,320.772,,12,8117.86,0.1,175000,1073,8.97815,,,
390,OmniSci,T,T,F,48,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,13099.23,421836.61,,7,13780.33,0.1,11643000,12799,8.67377,,,
391,OmniSci,T,T,F,48,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,171682.05,14967.94,,11,216720.17,3.7,2467000,3778,8.9972,,,
392,OmniSci,T,T,F,48,1080ti,-,8,Q18,T,T,2,2,8,4,3,F,T,181580.55,88996.2,,19,123606.75,1,6329000,8050,9.16111,,,
393,OmniSci,T,T,F,48,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,294034.14,89.763,,3,110362.23,1.9,128000,1547,8.34923,,,
394,OmniSci,T,T,F,48,1080ti,-,8,Q20,T,T,2,3,17,5,5,F,T,176723.61,49864.21,,23,272088.43,1.5,11658000,13666,9.83759,,,
395,OmniSci,T,T,F,48,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,,,,,
396,OmniSci,T,T,F,48,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
419,OmniSci,T,T,F,48,2080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,407133.87,44.896,,2,402681.18,2.7,185000,2751,11.56541,,,
420,OmniSci,T,T,F,48,2080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,28925.91,10643.62,,39,79074380,75.4,82742000,81736,28.12132,,,
421,OmniSci,T,T,F,48,2080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,208564.89,996.702,,12,84477.97,0.6,903000,2509,13.46792,,,
422,OmniSci,T,T,F,48,2080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,171364.88,172247.07,,149,14870.36,0.1,7672000,9387,14.81233,,,
423,OmniSci,T,T,F,48,2080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,203437.34,215.935,,147,19398.76,0.2,102000,1450,10.22835,,,
424,OmniSci,T,T,F,48,2080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,227095.48,577.182,,1,2672.82,0,18000,1139,4.14,,,
425,OmniSci,T,T,F,48,2080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,203241.49,69.055,,12,74280.49,0.8,107000,1367,10.41119,,,
426,OmniSci,T,T,F,48,2080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,224988.66,303.743,,165,45978.71,0.5,130000,1671,11.00283,,,
427,OmniSci,T,T,F,48,2080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,327706.08,51.296,,12,153809.7,1.7,175000,1998,10.20324,,,
428,OmniSci,T,T,F,48,2080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,224258.73,5.03426,,16,248398.41,2.1,565000,2537,10.38643,,,
429,OmniSci,T,T,F,48,2080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,25266.3,6337.42,,22,1916.06,0,348000,1548,11.89741,,,
430,OmniSci,T,T,F,48,2080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,180038.93,101.664,,139,6809.61,0.1,67000,1334,10.5539,,,
431,OmniSci,T,T,F,48,2080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,25472.39,4282.54,,139,99090660,80.6,101957000,102451,16.5201,,,
432,OmniSci,T,T,F,48,2080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,195634.61,996.348,,5,10928.08,0.1,33000,1291,10.74717,,,
433,OmniSci,T,T,F,48,2080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,162990.7,590.941,,12,6454.37,0.1,185000,1206,11.4832,,,
434,OmniSci,T,T,F,48,2080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,13452.56,393414.74,,7,12089.26,0.1,11627000,12834,26.11251,,,
435,OmniSci,T,T,F,48,2080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,171337.52,15206.92,,11,147565.29,0.8,2420000,3780,11.34619,,,
436,OmniSci,T,T,F,48,2080ti,-,8,Q18,T,T,2,2,8,4,3,F,T,207641.72,88597.89,,19,116226.92,0.7,6352000,8069,11.75488,,,
437,OmniSci,T,T,F,48,2080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,294376.25,433.533,,3,61138.99,0.7,79000,1551,10.31589,,,
438,OmniSci,T,T,F,48,2080ti,-,8,Q20,T,T,2,3,17,5,5,F,T,210965.62,48803.44,,23,225643.11,0.8,11547000,13904,12.32521,,,
439,OmniSci,T,T,F,48,2080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,-,-,,,
440,OmniSci,T,T,F,48,2080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,-,-,,,
771,OmniSci,T,T,F,32,1080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,24258.31,19.425,,2,33061.32,0.6,62000,826,8.49563,,,
772,OmniSci,T,T,F,32,1080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,2191.31,1096.4,,39,8944867,50.1,8873000,9625,10.40634,,,
773,OmniSci,T,T,F,32,1080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,15930.21,158.98,,12,11509.6,0.2,115000,311,8.8176,,,
774,OmniSci,T,T,F,32,1080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,15052.92,15101.43,,69,2671.39,0,1030000,1477,16.23184,,,
775,OmniSci,T,T,F,32,1080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,15280.77,77.281,,67,2868.48,0,39000,124,8.11752,,,
776,OmniSci,T,T,F,32,1080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,15859.02,54.017,,1,587.598,0,12000,80,7.32726,,,
777,OmniSci,T,T,F,32,1080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,16840.64,42.177,,12,10596.39,0.1,31000,115,8.04821,,,
778,OmniSci,T,T,F,32,1080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,17614.19,119.713,,85,5802.23,0.1,48000,270,8.45033,,,
779,OmniSci,T,T,F,32,1080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,22719.39,24.352,,12,23537.57,0.2,43000,164,7.93422,,,
780,OmniSci,T,T,F,32,1080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,15713.97,372.418,,16,36025.54,0.4,98000,364,8.33112,,,
781,OmniSci,T,T,F,32,1080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,1858.86,480.228,,68,1033.06,0,79000,437,12.72146,,,
782,OmniSci,T,T,F,32,1080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,12201.67,43.2,,59,1189.96,0,29000,110,8.05835,,,
783,OmniSci,T,T,F,32,1080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,1871.95,518.468,,59,5383600,45.4,5439000,5821,11.88737,,,
784,OmniSci,T,T,F,32,1080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,13990.3,106.658,,5,982.793,0,17000,161,8.19272,,,
785,OmniSci,T,T,F,32,1080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,14082.22,1633.298,,122,1753.68,0,226000,599,8.81659,,,
786,OmniSci,T,T,F,32,1080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,1992.5,35972.77,,7,1882.13,0,1725000,1927,7.87942,,,
787,OmniSci,T,T,F,32,1080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,12193.24,1679.15,,11,12115.93,0.2,327000,580,8.47212,,,
788,OmniSci,T,T,F,32,1080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,19687.59,14748.91,,17,8590.87,0.1,1283000,4649,8.50034,,,
789,OmniSci,T,T,F,32,1080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,20700.11,53.793,,3,7601.26,0.1,24000,138,8.00109,,,
790,OmniSci,T,T,F,32,1080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,15456.82,4085.89,,23,33737.51,0.3,1651000,2265,9.72027,,,
791,OmniSci,T,T,F,32,1080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,,,,,,x,,,,,,
792,OmniSci,T,T,F,32,1080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,x,,,,,,
793,OmniSci,T,T,F,32,1080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,86077.8,20.16,,2,65918.89,0.6,77000,293,11.0612,,,
794,OmniSci,T,T,F,32,1080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,4163.56,1461.42,,39,35821470,79.8,35811000,35030,9.52961,,,
795,OmniSci,T,T,F,32,1080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,33187.68,205.346,,12,23200.64,0.2,211000,387,8.87264,,,
796,OmniSci,T,T,F,32,1080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,35570.63,27419.42,,69,5030.72,0.1,1968000,2357,10.85725,,,
797,OmniSci,T,T,F,32,1080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,31063.43,77.826,,67,6006.99,0.1,37000,116,7.91427,,,
798,OmniSci,T,T,F,32,1080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,31886.25,54.272,,1,996.684,0,8000,76,3.46681,,,
799,OmniSci,T,T,F,32,1080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,34915.8,42.433,,12,21049.68,0.2,35000,141,7.84903,,,
800,OmniSci,T,T,F,32,1080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,35669.91,121.76,,85,13918.94,0.2,54000,276,8.35532,,,
801,OmniSci,T,T,F,32,1080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,46216.49,26.641,,12,50414.01,0.6,66000,208,8.32008,,,
802,OmniSci,T,T,F,32,1080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,31048.47,1038.86,,16,72720.67,0.8,166000,441,8.02261,,,
803,OmniSci,T,T,F,32,1080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,4395.47,2331.93,,30,906.476,0,111000,437,9.28209,,,
804,OmniSci,T,T,F,32,1080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,24933.16,42.913,,59,2072.4,0,29000,110,8.09584,,,
805,OmniSci,T,T,F,32,1080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,3608.36,1073.51,,59,21776520,72.9,22083000,22556,7.87349,,,
806,OmniSci,T,T,F,32,1080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,27790.69,109.921,,5,3027.72,0.1,16000,146,8.3276,,,
807,OmniSci,T,T,F,32,1080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,27591.01,216.353,,12,2172.7,0,200000,526,8.86507,,,
808,OmniSci,T,T,F,32,1080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,2823.52,71327.95,,7,3575.34,0,3426000,3631,8.2809,,,
809,OmniSci,T,T,F,32,1080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,24938.65,2455.91,,11,40507.55,0.5,631000,942,8.5414,,,
810,OmniSci,T,T,F,32,1080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,37970.2,27058.03,,17,17087.92,0.2,2501000,2874,8.30705,,,
811,OmniSci,T,T,F,32,1080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,42138.66,55.586,,3,21092.64,0.2,38000,124,8.08129,,,
812,OmniSci,T,T,F,32,1080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,30337.29,8009.51,,23,67760.08,0.6,3028000,3684,9.63395,,,
813,OmniSci,T,T,F,32,1080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,,,,,,x,,,,,,
814,OmniSci,T,T,F,32,1080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,,,,,,x,,,,,,
815,OmniSci,T,T,F,32,1080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,189123.79,19.264,,2,234785.75,1.3,201000,530,12.50283,,,
816,OmniSci,T,T,F,32,1080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,7655.19,3321.79,,39,140882060,94,145638000,147745,9.45842,,,
817,OmniSci,T,T,F,32,1080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,73955.49,314.372,,12,47318.17,0.8,427000,628,9.81598,,,
818,OmniSci,T,T,F,32,1080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,63028.87,56244.46,,69,9702.98,0.1,3848000,4299,10.62696,,,
819,OmniSci,T,T,F,32,1080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,64481.4,77.729,,67,12452.17,0.2,43000,130,8.04755,,,
820,OmniSci,T,T,F,32,1080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,63728.05,54.272,,1,1817.88,0,9000,70,3.50779,,,
821,OmniSci,T,T,F,32,1080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,69259.19,42.432,,12,43568.55,0.7,55000,129,10.8265,,,
822,OmniSci,T,T,F,32,1080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,76245.81,122.179,,85,33393.75,0.6,72000,315,8.58486,,,
823,OmniSci,T,T,F,32,1080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,91047.02,24.224,,12,108124.68,1.8,121000,317,8.01306,,,
824,OmniSci,T,T,F,32,1080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,63358.74,1784.31,,16,144805.08,1.6,311000,740,8.08358,,,
825,OmniSci,T,T,F,32,1080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,7529.6,2942.82,,22,1205.84,0,189000,507,8.95917,,,
826,OmniSci,T,T,F,32,1080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,51117.78,43.137,,59,3917.94,0.1,29000,122,7.99078,,,
827,OmniSci,T,T,F,32,1080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,7364.19,1856.54,,59,87674480,88.7,88394000,87767,8.81195,,,
828,OmniSci,T,T,F,32,1080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,54823.46,109.73,,5,8315.4,0.1,22000,155,8.18426,,,
829,OmniSci,T,T,F,32,1080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,54695.07,239.939,,12,3924.59,0.1,111000,463,8.79278,,,
830,OmniSci,T,T,F,32,1080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,4597.34,131.04931,,7,7015.29,0.1,6335000,6549,8.27396,,,
831,OmniSci,T,T,F,32,1080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,48832.93,5.19693,,11,95534.7,1.1,1237000,1540,8.46416,,,
832,OmniSci,T,T,F,32,1080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,85743.75,54173.35,,17,34537.16,0.3,4856000,5243,8.06473,,,
833,OmniSci,T,T,F,32,1080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,83365.77,55.265,,3,50528.09,0.6,69000,159,8.10956,,,
834,OmniSci,T,T,F,32,1080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,60726.04,15694.69,,23,135364.55,0.8,5966000,6569,9.35531,,,
835,OmniSci,T,T,F,32,1080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,,,,,,x,,,,,,
836,OmniSci,T,T,F,32,1080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,,,,,x,,,,,,
837,OmniSci,T,T,F,32,1080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,354182.68,19.616,,2,447830.67,3.8,393000,1552,9.60402,,,
838,OmniSci,T,T,F,32,1080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,19804.01,14150.32,,39,585712950,98.6,581499000,590921,9.58742,,,
839,OmniSci,T,T,F,32,1080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,149673.53,650.378,,12,93701.27,1.1,879000,1219,9.94794,,,
840,OmniSci,T,T,F,32,1080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,123792.33,112647.5,,69,19338.03,0.1,7579000,8158,11.16626,,,
841,OmniSci,T,T,F,32,1080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,140057.67,77.889,,67,27246.4,0.5,58000,226,7.77612,,,
842,OmniSci,T,T,F,32,1080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,126352.33,88.865,,1,3574.61,0.1,11000,86,3.51069,,,
843,OmniSci,T,T,F,32,1080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,1370228.5,41.857,,12,91403.61,1.6,101000,245,8.05241,,,
844,OmniSci,T,T,F,32,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,160971.93,122.21,,85,80293.5,1.4,122000,414,8.07738,,,
845,OmniSci,T,T,F,32,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,184600.77,41.154,,12,229905.48,3.9,242000,622,7.76614,,,
846,OmniSci,T,T,F,32,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,125306.22,3737.85,,16,285739.48,3.2,598000,1337,8.0355,,,
847,OmniSci,T,T,F,32,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,14818.45,4138.46,,22,2062.69,0,330000,767,8.66256,,,
848,OmniSci,T,T,F,32,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,110372.31,43.072,,59,7736.37,0.1,33000,195,7.86264,,,
849,OmniSci,T,T,F,32,1080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,15041.73,2764.64,,59,355487240,97.2,356397000,354336,10.20314,,,
850,OmniSci,T,T,F,32,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,111476.43,179.331,,5,22012.66,0.2,37000,219,8.1166,,,
851,OmniSci,T,T,F,32,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,110407.38,313.282,,12,7786.82,0.1,165000,588,8.56132,,,
852,OmniSci,T,T,F,32,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,8252.66,259561.13,,7,13824.12,0.1,11594000,12367,10.89329,,,
853,OmniSci,T,T,F,32,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,112517.71,9785.83,,11,216676.44,2.4,2436000,2834,8.68543,,,
854,OmniSci,T,T,F,32,1080ti,-,8,Q18,T,T,2,2,8,4,3,F,T,134215.11,56478.78,,19,122523.71,1,6293000,7069,8.75479,,,
855,OmniSci,T,T,F,32,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,167353.8,89.793,,3,109839.74,1.2,128000,375,7.68358,,,
856,OmniSci,T,T,F,32,1080ti,-,8,Q20,T,T,2,3,17,5,5,F,T,121220.57,31858.31,,23,267091.36,1.3,11461000,12932,13.47083,,,
857,OmniSci,T,T,F,32,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,,,,,
858,OmniSci,T,T,F,32,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
