Row No.,DBMS,In-memory,"column-
orientedness", Multi-GPU,RAM size (GB),Evolution,Interconnect,"Database 
Size (GB)",Query Name,aggregation,subquery,# of joins,"# of attributes 
to be referenced 
(on the fact table)",# of (projection+selection) attributes to be referenced by query,"# of all tables 
to be referenced","# of distinct tables
 to be referenced",case-when,order by,HtoD time (㎲),DtoH time (㎲),GPU Page Fault,"# of kernels 
invoked","GPU utilization
(Kernel Time, ㎲)","GPU Utilization 
(Kernel Time, %)",Elapsed Time (㎲),"Elapsed Time 
on NVProf (ms)","Profiling 
Overhead (ms)","cudaLaunchKernel 
start time (ms)",,
149,BlazingSQL,T,T,F,64,1080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,347.206,48.259,0,41,103741.17,90.4768,109949,534.96737,420.2329,0.073886,,
150,BlazingSQL,T,T,F,64,1080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,436.648,172.649,0,196,170129.48,52.7845,171645,742.00017,419.56811,0.122258,,
151,BlazingSQL,T,T,F,64,1080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,809.59,278.506,120,169,272801.74,94.1157,280458,711.06903,421.13892,0.072345,,
152,BlazingSQL,T,T,F,64,1080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,594.891,233.989,39,247,84275.19,83.416,85414,517.94764,416.84301,0.074583,,
153,BlazingSQL,T,T,F,64,1080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,13680.738,1274.649,1382617,1571,157688895.131,98.4944,152714021,160526.040226,418.88137,7.73966,,
154,BlazingSQL,T,T,F,64,1080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
155,BlazingSQL,T,T,F,64,1080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,473.46,96.961,136,140,232717.06,91.0606,264884,698.10881,442.44223,0.103721,,
156,BlazingSQL,T,T,F,64,1080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,592.528,259.623,0,294,82972.25,82.1916,109822,542.58552,441.49582,0.139864,,
157,BlazingSQL,T,T,F,64,1080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,476.811,154.948,0,167,90727.37,86.4458,98668,585.55521,480.51857,0.083754,,
158,BlazingSQL,T,T,F,64,1080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,323.464,141.828,23,165,192856.01,93.899,197386,652.49086,447.02041,0.083877,,
159,BlazingSQL,T,T,F,64,1080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,462.35,172.706,0,165,100842.21,87.5825,101544,557.8316,442.59466,0.097326,,
160,BlazingSQL,T,T,F,64,1080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,257.571,65.313,0,44,78235.75,68.2745,82888,578.37769,463.67581,0.111859,,
161,BlazingSQL,T,T,F,64,1080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,699.76,306.248,0,266,241675.4,92.8166,149195,730.25133,469.78487,0.086833,,
162,BlazingSQL,T,T,F,64,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,781.111,226.375,0,236,91702.37,61.4161,97558,598.1958,448.80637,0.076078,,
163,BlazingSQL,T,T,F,64,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,421.675,159.205,315,157,614095.33,97.7522,598164,1073.41638,445.12502,0.0747,,
164,BlazingSQL,T,T,F,64,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,517.133,216.964,4,283,234659,93.405,236092,703.12206,451.80731,0.087233,,
165,BlazingSQL,T,T,F,64,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
166,BlazingSQL,T,T,F,64,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,359.56,86.051,74,114,250791.64,95.4765,258340,703.33127,440.58585,0.071818,,
167,BlazingSQL,T,T,F,64,1080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,150.501,64.033,104,71,1909335.444,99.5036,1902737,2371.369302,452.39347,0.115051,,
168,BlazingSQL,T,T,F,64,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,412.908,113.633,0,72,58169.1,83.5449,64701,520.53643,450.82482,0.085438,,
169,BlazingSQL,T,T,F,64,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,293.129,88.129,0,108,56008.7,83.2685,60729,516.307,448.94028,0.103965,,
170,BlazingSQL,T,T,F,64,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,586.576,229.321,231,328,547147.23,96.4826,537837,1017.830634,450.62147,0.114863,,
171,BlazingSQL,T,T,F,64,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,357.769,55.168,0,41,212994.93,95.1642,219118,664.18294,440.29474,0.069953,,
172,BlazingSQL,T,T,F,64,1080ti,-,8,Q18,T,T,2,2,8,4,3,F,T,419.303,197.924,256,195,353099.84,56.2687,335624,1075.945842,448.29825,0.123535,,
173,BlazingSQL,T,T,F,64,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,845.907,325.804,445,169,546131.05,96.9263,546680,1006.976562,443.43867,0.08826,,
174,BlazingSQL,T,T,F,64,1080ti,-,8,Q20,T,T,2,3,17,5,5,F,T,603.533,236.55,0,258,149548,89.9992,160001,614.78539,448.54005,0.079492,,
175,BlazingSQL,T,T,F,64,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,,,,,
176,BlazingSQL,T,T,F,64,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
177,BlazingSQL,T,T,F,48,1080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,467.378,94.371,0,140,28889.02,66.1159,51622,485.50995,441.73068,0.084737,,
178,BlazingSQL,T,T,F,48,1080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,574.512,240.868,0,281,10795.91,39.0646,33450,464.45086,436.69588,0.118949,,
179,BlazingSQL,T,T,F,48,1080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,449.199,154.34,0,161,12656.8,48.3211,27157,488.15727,461.87034,0.093833,,
180,BlazingSQL,T,T,F,48,1080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,321.412,150.402,0,165,22569.87,64.7107,34669,472.37697,437.41129,0.087568,,
181,BlazingSQL,T,T,F,48,1080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,478.961,158.595,0,168,11706.37,45.9802,24860,468.29107,442.74547,0.086016,,
182,BlazingSQL,T,T,F,48,1080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,257.672,51.714,0,44,10045.98,51.922,15919,459.25716,439.81468,0.094281,,
183,BlazingSQL,T,T,F,48,1080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,710.326,265.699,0,266,31900.34,63.6614,47866,488.89155,438.69653,0.085633,,
184,BlazingSQL,T,T,F,48,1080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,774.443,200.902,0,233,10645.6,36.7012,29008,461.66629,432.58254,0.077588,,
185,BlazingSQL,T,T,F,48,1080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,414.186,171.746,0,157,67248.61,82.9435,81055,512.16915,431.01453,0.077022,,
186,BlazingSQL,T,T,F,48,1080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,522.575,196.802,0,282,21470.08,56.469,33478,474.58236,436.47509,0.086296,,
187,BlazingSQL,T,T,F,48,1080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
188,BlazingSQL,T,T,F,48,1080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,358.189,82.817,0,114,32048.82,73.1916,40538,476.97656,433.1096,0.079399,,
189,BlazingSQL,T,T,F,48,1080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,149.094,66.977,0,71,235451.25,96.196,244229,679.33412,434.4588,0.113352,,
190,BlazingSQL,T,T,F,48,1080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,410.565,107.362,0,72,7525.11,38.4361,15230,482.18732,462.52347,0.085593,,
191,BlazingSQL,T,T,F,48,1080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,291.018,79.876,0,102,7471.03,39.2702,14829,490.48336,471.3501,0.108566,,
192,BlazingSQL,T,T,F,48,1080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,573.519,244.037,0,327,49144,74.0982,62029,496.64885,430.20958,0.116472,,
193,BlazingSQL,T,T,F,48,1080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,350.12,47.777,0,41,22490.83,67.1263,29536,485.49686,451.91786,0.073778,,
194,BlazingSQL,T,T,F,48,1080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,421.836,169.57,0,193,33082.86,70.4923,42403,473.03239,425.98124,0.119968,,
195,BlazingSQL,T,T,F,48,1080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,809.844,317.545,0,169,63936.35,78.9542,75370,506.80281,425.74701,0.076726,,
196,BlazingSQL,T,T,F,48,1080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,596.237,248.488,0,251,19095.51,53.4361,30827,467.57614,431.76736,0.073532,,
197,BlazingSQL,T,T,F,48,1080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,1983.915,1200.896,0,1561,3949081.994,98.6192,3995807,4426.410128,421.90787,0.127826,,
198,BlazingSQL,T,T,F,48,1080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
199,BlazingSQL,T,T,F,48,1080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,470.703,94.981,0,140,64583.21,79.742,78218,537.58632,456.51031,0.085802,,
200,BlazingSQL,T,T,F,48,1080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,576.722,253.826,0,281,20997.535,54.5824,51397,488.00222,449.41221,0.120579,,
201,BlazingSQL,T,T,F,48,1080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,461.352,154.024,0,163,23376.56,63.6844,36768,475.50947,438.71045,0.092131,,
202,BlazingSQL,T,T,F,48,1080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,322.215,153.603,0,165,44695.79,78.1447,59141,488.53929,431.259,0.084117,,
203,BlazingSQL,T,T,F,48,1080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,485.643,174.822,0,179,24058.65,61.4925,35510,504.06782,464.85873,0.084556,,
204,BlazingSQL,T,T,F,48,1080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,257.607,51.968,0,44,19262.28,67.1966,28584,457.90932,429.13807,0.105711,,
205,BlazingSQL,T,T,F,48,1080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,700.5,262.76,0,266,60393.53,77.0448,81590,504.83179,426.35565,0.0886,,
206,BlazingSQL,T,T,F,48,1080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,779.706,217.445,0,237,23327.9,56.0373,40749,490.22574,448.5206,0.075898,,
207,BlazingSQL,T,T,F,48,1080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,412.552,147.877,0,162,144426.55,91.2874,152669,589.02338,430.73755,0.074993,,
208,BlazingSQL,T,T,F,48,1080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,514.955,203.587,0,279,50086.67,75.04,61604,538.67547,471.84508,0.083804,,
209,BlazingSQL,T,T,F,48,1080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
210,BlazingSQL,T,T,F,48,1080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,358.281,81.698,0,114,62070.08,83.2467,69902,502.72831,428.09557,0.071116,,
211,BlazingSQL,T,T,F,48,1080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,158.113,60.097,0,71,474746.8,98.1155,477138,910.0697,426.09001,0.114586,,
212,BlazingSQL,T,T,F,48,1080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,409.771,102.855,0,72,14486.41,55.5869,22682,464.31157,438.16803,0.082706,,
213,BlazingSQL,T,T,F,48,1080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,291.686,78.497,0,104,13857.05,55.9864,22217,459.68382,434.84245,0.090622,,
214,BlazingSQL,T,T,F,48,1080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,571.563,212.355,0,329,94250.9,84.6148,109559,545.66568,434.15994,0.117605,,
215,BlazingSQL,T,T,F,48,1080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,358.928,48.097,0,41,48977.55,81.3452,56672,518.66746,458.38254,0.075403,,
216,BlazingSQL,T,T,F,48,1080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,420.401,181.441,0,192,75964.33,84.5233,86656,521.64199,431.62335,0.144821,,
217,BlazingSQL,T,T,F,48,1080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,808.532,303.14,0,169,129712.51,88.4718,143714,572.94367,426.25659,0.07252,,
218,BlazingSQL,T,T,F,48,1080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,594.735,245.636,0,248,37056.4,69.1796,48668,494.61864,440.97948,0.073628,,
219,BlazingSQL,T,T,F,48,1080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,10549.864,1287.811,457580,1565,49377625.856,97.8239,48354246,50928.627595,452.46185,0.132831,,
220,BlazingSQL,T,T,F,48,1080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
221,BlazingSQL,T,T,F,48,1080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,480.999,96.163,93,140,125351.77,80.8837,147718,601.42125,446.35836,0.085185,,
222,BlazingSQL,T,T,F,48,1080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,583.403,260.107,0,294,42642.91,71.0623,70248,506.21355,446.09081,0.114944,,
223,BlazingSQL,T,T,F,48,1080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,459.305,151.171,76,165,55671.57,80.621,59469,512.15453,443.01507,0.086012,,
224,BlazingSQL,T,T,F,48,1080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,333.417,138.818,0,165,89879.75,87.6636,111761,549.08907,446.47336,0.087651,,
225,BlazingSQL,T,T,F,48,1080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,472.837,166.408,37,173,61187.08,81.0646,63412,516.84522,441.27741,0.088443,,
226,BlazingSQL,T,T,F,48,1080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,281.098,63.585,30,44,47537.18,83.3164,45546,498.44081,441.305,0.079618,,
227,BlazingSQL,T,T,F,48,1080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,711.6,266.503,75,266,131290.52,88.2553,136127,589.32062,440.43392,0.124468,,
228,BlazingSQL,T,T,F,48,1080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,787.258,261.864,6,239,57264.49,75.5047,64703,543.9215,468.00194,0.07723,,
229,BlazingSQL,T,T,F,48,1080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,424.459,148.196,260,157,303499.94,95.6369,309647,770.37085,452.94885,0.075989,,
230,BlazingSQL,T,T,F,48,1080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,517.577,213.571,30,281,116460.66,87.3264,124595,604.87342,471.42302,0.08796,,
231,BlazingSQL,T,T,F,48,1080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
232,BlazingSQL,T,T,F,48,1080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,368.103,81.764,12,114,134088.26,91.6221,133090,617.49323,471.06351,0.080395,,
233,BlazingSQL,T,T,F,48,1080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,150.531,60.291,0,71,951317.41,99.0388,970769,1395.779005,435.11856,0.110275,,
234,BlazingSQL,T,T,F,48,1080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,411.342,114.274,22,72,39240.84,77.1049,37250,500.42791,449.45139,0.083713,,
235,BlazingSQL,T,T,F,48,1080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,302.791,98.434,23,106,38410.13,76.8585,35334,516.86403,466.80204,0.086843,,
236,BlazingSQL,T,T,F,48,1080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,570.636,241.313,29,326,247334.32,93.4636,264289,708.91062,444.15445,0.124353,,
237,BlazingSQL,T,T,F,48,1080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,359.916,48.226,0,41,103703.79,90.4922,112209,559.61154,444.93865,0.073137,,
238,BlazingSQL,T,T,F,48,1080ti,-,4,Q18,T,T,2,2,8,4,3,F,T,429.262,185.541,0,196,169399.93,52.8586,181301,791.20739,470.61082,0.119012,,
239,BlazingSQL,T,T,F,48,1080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,831.962,326.152,94,169,274010.35,94.197,281135,728.77303,437.79615,0.086228,,
240,BlazingSQL,T,T,F,48,1080ti,-,4,Q20,T,T,2,3,17,5,5,F,T,602.672,229.062,29,252,84679.08,83.5435,90915,547.19758,445.76186,0.076445,,
241,BlazingSQL,T,T,F,48,1080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,,,,,,,153088378,,,,,
242,BlazingSQL,T,T,F,48,1080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
243,BlazingSQL,T,T,F,48,1080ti,-,8,Q1,T,F,0,7,7,1,1,F,T,472.421,97.667,110,140,229295.35,90.8312,277407,729.36049,476.8364,0.083001,,
244,BlazingSQL,T,T,F,48,1080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,601.52,265.124,103,296,87630.57,83.3512,115768,551.15815,445.90594,0.118123,,
245,BlazingSQL,T,T,F,48,1080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,456.01,152.353,0,167,89950.16,87.2012,99971,559.5136,456.27545,0.085679,,
246,BlazingSQL,T,T,F,48,1080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,334.956,139.202,37,165,190502.11,93.8106,201901,655.86587,452.70329,0.091549,,
247,BlazingSQL,T,T,F,48,1080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,472.969,170.881,0,173,100155.77,87.4205,105867,564.18625,449.5095,0.10895,,
248,BlazingSQL,T,T,F,48,1080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,258.31,72.067,0,44,78085.44,89.2512,84129,537.07253,449.50385,0.079123,,
249,BlazingSQL,T,T,F,48,1080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,707.352,302.659,0,266,241599.39,93.0392,253441,706.61248,446.84992,0.087856,,
250,BlazingSQL,T,T,F,48,1080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,793.681,273.474,8,250,91577.87,83.5021,101995,580.98842,471.2416,0.075427,,
251,BlazingSQL,T,T,F,48,1080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,408.844,154.179,339,157,614375.32,97.6871,601117,1119.89726,490.90078,0.074645,,
252,BlazingSQL,T,T,F,48,1080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,518.088,213.637,8,283,233583.99,93.4335,237615,696.33291,446.24779,0.084801,,
253,BlazingSQL,T,T,F,48,1080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
254,BlazingSQL,T,T,F,48,1080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,361.517,95.013,87,114,250377.67,95.2573,259658,747.82769,484.90222,0.08201,,
255,BlazingSQL,T,T,F,48,1080ti,-,8,Q13,T,T,1,0,6,2,2,F,T,151.397,63.809,130,71,1913158.899,99.0019,1903197,2366.232928,433.67746,0.109489,,
256,BlazingSQL,T,T,F,48,1080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,414.149,115.042,0,72,58269.89,83.3701,65358,524.83797,454.84447,0.100427,,
257,BlazingSQL,T,T,F,48,1080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,294.729,93.028,0,108,56054.34,82.8035,61737,544.93457,477.1288,0.110168,,
258,BlazingSQL,T,T,F,48,1080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,601.227,214.788,323,328,549812.58,96.4127,544653,1048.473846,478.08628,0.11797,,
259,BlazingSQL,T,T,F,48,1080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,351.526,54.784,0,41,212847.27,95.1466,221077,671.92681,448.14607,0.076286,,
260,BlazingSQL,T,T,F,48,1080ti,-,8,Q18,T,T,2,2,8,4,3,F,T,421.257,202.471,182,195,359039.96,56.6546,348409,1082.561151,448.70202,0.124806,,
261,BlazingSQL,T,T,F,48,1080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,825.432,307.237,414,169,547407.88,96.9869,568413,1017.633824,453.14545,0.074101,,
262,BlazingSQL,T,T,F,48,1080ti,-,8,Q20,T,T,2,3,17,5,5,F,T,597.297,230.724,0,258,149612.48,89.9507,162587,619.42033,453.01716,0.075958,,
263,BlazingSQL,T,T,F,48,1080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,,,,,
264,BlazingSQL,T,T,F,48,1080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
265,BlazingSQL,T,T,F,32,1080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,478.475,95.937,0,140,29766.27,66.6253,55452,475.00281,430.24246,0.083213,,
266,BlazingSQL,T,T,F,32,1080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,567.383,228.931,0,281,10830.39,37.7432,39293,485.64282,456.82942,0.118477,,
267,BlazingSQL,T,T,F,32,1080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,468.297,115.298,0,161,12665.33,47.9087,27963,478.56269,452.03989,0.086394,,
268,BlazingSQL,T,T,F,32,1080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,323.175,156.098,0,165,22630.88,64.5314,37040,464.65904,429.50519,0.084296,,
269,BlazingSQL,T,T,F,32,1080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,465.967,155.683,0,168,11701.56,45.777,26512,462.16303,436.51639,0.084555,,
270,BlazingSQL,T,T,F,32,1080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,257.412,51.68,0,44,10067.73,50.4261,17492,476.05549,456.00593,0.084249,,
271,BlazingSQL,T,T,F,32,1080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,692.243,277.669,0,266,31970.34,64.0364,54650,480.31121,430.29963,0.086343,,
272,BlazingSQL,T,T,F,32,1080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,793.586,218.629,0,239,10769.07,36.3064,30174,482.38833,452.64925,0.077451,,
273,BlazingSQL,T,T,F,32,1080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,407.084,151.909,0,157,67313.15,83.2043,82486,506.62993,425.65539,0.073509,,
274,BlazingSQL,T,T,F,32,1080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,513.062,204.359,0,282,21369.04,56.4825,33986,467.68768,429.76903,0.085649,,
275,BlazingSQL,T,T,F,32,1080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
276,BlazingSQL,T,T,F,32,1080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,378.378,86.113,0,114,32548.11,73.0282,42976,478.59412,433.95273,0.072171,,
277,BlazingSQL,T,T,F,32,1080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,149.124,66.181,0,71,235486.96,96.2386,244862,675.25293,430.45096,0.111185,,
278,BlazingSQL,T,T,F,32,1080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,409.452,102.306,0,72,7526.06,38.4249,15586,478.91296,459.24343,0.083132,,
279,BlazingSQL,T,T,F,32,1080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,291.56,73.506,0,102,7493.23,39.8786,16083,478.77131,459.88733,0.093897,,
280,BlazingSQL,T,T,F,32,1080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,573.133,211.14,0,327,49246.08,74.0848,67177,495.60856,429.01702,0.118993,,
281,BlazingSQL,T,T,F,32,1080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,349.355,47.488,0,41,22492.75,67.6222,30318,471.22278,437.88681,0.073585,,
282,BlazingSQL,T,T,F,32,1080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,421.997,183.619,0,193,32826.83,70.5119,43913,476.56852,429.89883,0.114655,,
283,BlazingSQL,T,T,F,32,1080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,818.519,302.694,0,169,64270.21,79.2459,77439,507.16013,425.98462,0.07327,,
284,BlazingSQL,T,T,F,32,1080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,596.626,247.492,0,251,19086.35,53.4286,31454,492.09027,456.29359,0.073592,,
285,BlazingSQL,T,T,F,32,1080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,1974.516,1169.594,0,1561,3972151.488,98.635,4002280,4439.010036,411.75882,0.127783,,
286,BlazingSQL,T,T,F,32,1080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,,,,,,,
287,BlazingSQL,T,T,F,32,1080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,472.63,95.267,0,140,55017.66,76.8212,81402,500.66927,428.96615,0.085302,,
288,BlazingSQL,T,T,F,32,1080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,565.197,236.005,0,280,20959.31,55.8792,51397,466.21126,428.58399,0.118989,,
289,BlazingSQL,T,T,F,32,1080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,448.549,149.957,0,163,23238.27,63.8507,37744,465.87374,429.39251,0.086508,,
290,BlazingSQL,T,T,F,32,1080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,331.595,145.574,0,165,44689.51,78.5072,59762,488.69722,431.68683,0.086307,,
291,BlazingSQL,T,T,F,32,1080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,468.809,152.451,0,168,24110.67,63.1956,36518,471.15701,432.92003,0.084504,,
292,BlazingSQL,T,T,F,32,1080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,266.693,63.457,0,44,20284.11,68.6472,28584,457.78022,428.14773,0.084165,,
293,BlazingSQL,T,T,F,32,1080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,695.761,263.048,0,266,60720.08,77.2034,81590,509.40605,430.66998,0.086564,,
294,BlazingSQL,T,T,F,32,1080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,788.214,228.803,0,237,23193.93,56.0885,42339,464.91512,423.49041,0.072349,,
295,BlazingSQL,T,T,F,32,1080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,432.239,153.286,0,162,144367.8,91.1825,153192,591.94788,433.54946,0.069974,,
296,BlazingSQL,T,T,F,32,1080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,513.201,207.842,0,279,50289.76,75.5273,61862,496.35301,429.68508,0.083015,,
297,BlazingSQL,T,T,F,32,1080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,,,,,,,,,,,,
298,BlazingSQL,T,T,F,32,1080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,357.83,81.346,0,114,61154.22,83.7817,71837,504.63662,431.57099,0.073266,,
299,BlazingSQL,T,T,F,32,1080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,149.505,60.096,0,71,474601.81,98.0513,477503,911.81133,427.66711,0.110096,,
300,BlazingSQL,T,T,F,32,1080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,416.141,105.573,0,72,14477.37,55.105,22831,469.80086,443.44795,0.080555,,
301,BlazingSQL,T,T,F,32,1080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,290.633,84.739,0,104,13879.4,56.0127,22818,471.17304,446.30969,0.084308,,
302,BlazingSQL,T,T,F,32,1080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,583.285,218.79,0,329,93795.37,84.5277,111513,537.53962,426.45694,0.11866,,
303,BlazingSQL,T,T,F,32,1080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,348.874,47.681,0,41,49005.57,81.3827,56832,518.96458,458.67671,0.071692,,
