Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,IC,DB_Size,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,KU,ET,ETN,OV
146,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,408.421,111.3,12,72,38978.270000000004,,35573,472.33341,421.71757
147,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,291.364,101.537,20,106,38197.44,,33496,469.523,420.06443
148,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,572.547,235.527,24,326,248172.25,,254839,678.7649,413.04647
149,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,347.206,48.259,0,41,103741.17,,109949,534.96737,420.2329
150,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,436.648,172.649,0,196,170129.48,,171645,742.00017,419.56811
151,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,809.59,278.506,120,169,272801.74,,280458,711.06903,421.13892
152,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,594.891,233.989,39,247,84275.18999999999,,85414,517.94764,416.84301
153,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,13680.738,1274.649,1382617,1571,157688895.131,,152714021,160526.040226,418.88137
154,BlazingSQL,T,T,F,64,1080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
155,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,473.46,96.961,136,140,232717.06,,264884,698.10881,442.44223
156,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,592.528,259.623,0,294,82972.25,,109822,542.58552,441.49582
157,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,476.811,154.948,0,167,90727.37,,98668,585.55521,480.51857
158,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,323.464,141.828,23,165,192856.01,,197386,652.49086,447.02041
159,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,462.35,172.706,0,165,100842.20999999999,,101544,557.8316,442.59466
160,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,257.571,65.313,0,44,78235.75,,82888,578.37769,463.67581
161,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,699.76,306.248,0,266,241675.4,,149195,730.25133,469.78487
162,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,781.111,226.375,0,236,91702.37,,97558,598.1958,448.80637
163,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,421.675,159.205,315,157,614095.33,,598164,1073.41638,445.12502
164,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,517.133,216.964,4,283,234659.0,,236092,703.12206,451.80731
165,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
166,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,359.56,86.051,74,114,250791.64,,258339.99999999997,703.33127,440.58585
167,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,150.501,64.033,104,71,1909335.4440000001,,1902737,2371.369302,452.39347
168,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,412.908,113.633,0,72,58169.1,,64700.99999999999,520.53643,450.82482
169,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,293.129,88.129,0,108,56008.7,,60729,516.307,448.94028
170,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,586.576,229.321,231,328,547147.23,,537837,1017.830634,450.62147
171,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,357.769,55.168,0,41,212994.93000000002,,219118,664.18294,440.29474
172,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,419.303,197.924,256,195,353099.83999999997,,335624,1075.945842,448.29825
173,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,845.907,325.804,445,169,546131.0499999999,,546680,1006.976562,443.43867
174,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,603.533,236.55,0,258,149548.0,,160001,614.78539,448.54005
175,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,,
176,BlazingSQL,T,T,F,64,1080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
177,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,467.378,94.371,0,140,28889.019999999997,,51622,485.50995,441.73068
178,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,574.512,240.868,0,281,10795.91,,33450,464.45086,436.69588
179,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,449.199,154.34,0,161,12656.800000000001,,27157,488.15727,461.87034
180,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,321.412,150.402,0,165,22569.870000000003,,34669,472.37697,437.41129
181,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,478.961,158.595,0,168,11706.369999999999,,24860,468.29107,442.74547
182,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,257.672,51.714,0,44,10045.98,,15919,459.25716,439.81468
183,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,710.326,265.699,0,266,31900.34,,47866,488.89155,438.69653
184,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,774.443,200.902,0,233,10645.6,,29008,461.66629,432.58254
185,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,414.186,171.746,0,157,67248.61,,81055,512.16915,431.01453
186,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,522.575,196.802,0,282,21470.079999999998,,33478,474.58236,436.47509
187,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
188,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,358.189,82.817,0,114,32048.82,,40538,476.97656,433.1096
189,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,149.094,66.977,0,71,235451.25,,244229,679.33412,434.4588
190,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,410.565,107.362,0,72,7525.11,,15230,482.18732,462.52347
191,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,291.018,79.876,0,102,7471.03,,14829,490.48336,471.3501
192,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,573.519,244.037,0,327,49144.0,,62029,496.64885,430.20958
193,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,350.12,47.777,0,41,22490.829999999998,,29536,485.49686,451.91786
194,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,421.836,169.57,0,193,33082.85999999999,,42403,473.03239,425.98124
195,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,809.844,317.545,0,169,63936.35,,75370,506.80281,425.74701
196,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,596.237,248.488,0,251,19095.510000000002,,30827,467.57614,431.76736
197,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,1983.915,1200.896,0,1561,3949081.994,,3995807,4426.410128,421.90787
198,BlazingSQL,T,T,F,48,1080ti,11,-,1,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
199,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,470.703,94.981,0,140,64583.20999999999,,78218,537.58632,456.51031
200,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,576.722,253.826,0,281,20997.535,,51397,488.00222,449.41221
201,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,461.352,154.024,0,163,23376.56,,36768,475.50947,438.71045
202,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,322.215,153.603,0,165,44695.79,,59141,488.53929,431.259
203,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,485.643,174.822,0,179,24058.65,,35510,504.06782,464.85873
204,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,257.607,51.968,0,44,19262.28,,28584,457.90932,429.13807
205,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,700.5,262.76,0,266,60393.53,,81590,504.83179,426.35565
206,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,779.706,217.445,0,237,23327.9,,40749,490.22574,448.5206
207,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,412.552,147.877,0,162,144426.55,,152669,589.02338,430.73755
208,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,514.955,203.587,0,279,50086.67,,61604,538.67547,471.84508
209,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
210,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,358.281,81.698,0,114,62070.079999999994,,69902,502.72831,428.09557
211,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,158.113,60.097,0,71,474746.8,,477138,910.0697,426.09001
212,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,409.771,102.855,0,72,14486.41,,22682,464.31157,438.16803
213,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,291.686,78.497,0,104,13857.05,,22217,459.68382,434.84245
214,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,571.563,212.355,0,329,94250.9,,109559,545.66568,434.15994
215,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,358.928,48.097,0,41,48977.55,,56672,518.66746,458.38254
216,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,420.401,181.441,0,192,75964.33,,86656,521.64199,431.62335
217,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,808.532,303.14,0,169,129712.51000000001,,143714,572.94367,426.25659
218,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,594.735,245.636,0,248,37056.399999999994,,48668,494.61864,440.97948
219,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,10549.864,1287.811,457580,1565,49377625.856,,48354246,50928.627595,452.46185
220,BlazingSQL,T,T,F,48,1080ti,11,-,2,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
221,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,480.999,96.163,93,140,125351.77,,147718,601.42125,446.35836
222,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,583.403,260.107,0,294,42642.91,,70248,506.21355,446.09081
223,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,459.305,151.171,76,165,55671.57,,59469,512.15453,443.01507
224,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,333.417,138.818,0,165,89879.75,,111761,549.08907,446.47336
225,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,472.837,166.408,37,173,61187.08,,63412,516.84522,441.27741
226,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,281.098,63.585,30,44,47537.18,,45546,498.44081,441.305
227,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,711.6,266.503,75,266,131290.52,,136127,589.32062,440.43392
228,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,787.258,261.864,6,239,57264.490000000005,,64703,543.9215,468.00194
229,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,424.459,148.196,260,157,303499.94,,309647,770.37085,452.94885
230,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,517.577,213.571,30,281,116460.66,,124595,604.87342,471.42302
231,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
232,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,368.103,81.764,12,114,134088.25999999998,,133090,617.49323,471.06351
233,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,150.531,60.291,0,71,951317.41,,970769,1395.779005,435.11856
234,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,411.342,114.274,22,72,39240.84,,37250,500.42791,449.45139
235,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,302.791,98.434,23,106,38410.130000000005,,35334,516.86403,466.80204
236,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,570.636,241.313,29,326,247334.31999999998,,264289,708.91062,444.15445
237,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,359.916,48.226,0,41,103703.79,,112209,559.61154,444.93865
238,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,429.262,185.541,0,196,169399.93000000002,,181301,791.20739,470.61082
239,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,831.962,326.152,94,169,274010.35000000003,,281135,728.77303,437.79615
240,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,602.672,229.062,29,252,84679.08,,90915,547.19758,445.76186
241,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,153088378,,
242,BlazingSQL,T,T,F,48,1080ti,11,-,4,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
243,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,472.421,97.667,110,140,229295.35,,277407,729.36049,476.8364
244,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,601.52,265.124,103,296,87630.57,,115768,551.15815,445.90594
245,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,456.01,152.353,0,167,89950.16,,99971,559.5136,456.27545
246,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,334.956,139.202,37,165,190502.11,,201901,655.86587,452.70329
247,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,472.969,170.881,0,173,100155.77,,105867,564.18625,449.5095
248,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,258.31,72.067,0,44,78085.44,,84129,537.07253,449.50385
249,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,707.352,302.659,0,266,241599.39,,253441,706.61248,446.84992
250,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,793.681,273.474,8,250,91577.87000000001,,101995,580.98842,471.2416
251,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,408.844,154.179,339,157,614375.32,,601117,1119.89726,490.90078
252,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,518.088,213.637,8,283,233583.99,,237615,696.33291,446.24779
253,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
254,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,361.517,95.013,87,114,250377.66999999998,,259658.00000000003,747.82769,484.90222
255,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,151.397,63.809,130,71,1913158.899,,1903197,2366.232928,433.67746
256,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,414.149,115.042,0,72,58269.89,,65358.00000000001,524.83797,454.84447
257,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,294.729,93.028,0,108,56054.340000000004,,61737,544.93457,477.1288
258,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,601.227,214.788,323,328,549812.5800000001,,544653,1048.473846,478.08628
259,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,351.526,54.784,0,41,212847.27000000002,,221077,671.92681,448.14607
260,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,421.257,202.471,182,195,359039.96,,348409,1082.561151,448.70202
261,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,825.432,307.237,414,169,547407.88,,568413,1017.633824,453.14545
262,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,597.297,230.724,0,258,149612.48,,162587,619.42033,453.01716
263,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,,,,,,,,,
264,BlazingSQL,T,T,F,48,1080ti,11,-,8,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
265,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,478.475,95.937,0,140,29766.27,,55452,475.00281,430.24246
266,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,567.383,228.931,0,281,10830.39,,39293,485.64282,456.82942
267,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,468.297,115.298,0,161,12665.330000000002,,27963,478.56269,452.03989
268,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,323.175,156.098,0,165,22630.88,,37040,464.65904,429.50519
269,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,465.967,155.683,0,168,11701.560000000001,,26512,462.16303,436.51639
270,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,257.412,51.68,0,44,10067.73,,17492,476.05549,456.00593
271,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,692.243,277.669,0,266,31970.34,,54650,480.31121,430.29963
272,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,793.586,218.629,0,239,10769.07,,30174,482.38833,452.64925
273,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,407.084,151.909,0,157,67313.15,,82486,506.62993,425.65539
274,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,513.062,204.359,0,282,21369.039999999997,,33986,467.68768,429.76903
275,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
276,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q12,T,F,1.0,5.0,7.0,2.0,2.0,T,T,378.378,86.113,0,114,32548.11,,42976,478.59412,433.95273
277,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q13,T,T,1.0,0.0,6.0,2.0,2.0,F,T,149.124,66.181,0,71,235486.96000000002,,244862,675.25293,430.45096
278,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q14,T,F,1.0,4.0,6.0,2.0,2.0,T,F,409.452,102.306,0,72,7526.06,,15586,478.91296,459.24343
279,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q15,T,T,1.0,4.0,8.0,2.0,2.0,F,T,291.56,73.506,0,102,7493.23,,16082.999999999998,478.77131,459.88733
280,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q16,T,T,1.0,0.0,8.0,3.0,3.0,F,T,573.133,211.14,0,327,49246.08,,67177,495.60856,429.01702
281,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q17,T,T,2.0,3.0,6.0,3.0,2.0,F,F,349.355,47.488,0,41,22492.75,,30318,471.22278,437.88681
282,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q18,T,T,2.0,2.0,8.0,4.0,3.0,F,T,421.997,183.619,0,193,32826.83,,43913,476.56852,429.89883
283,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q19,T,F,1.0,6.0,10.0,2.0,2.0,F,F,818.519,302.694,0,169,64270.21000000001,,77439,507.16013,425.98462
284,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q20,T,T,2.0,3.0,17.0,5.0,5.0,F,T,596.626,247.492,0,251,19086.35,,31454,492.09027,456.29359
285,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q21,T,T,3.0,4.0,16.0,6.0,4.0,F,T,1974.516,1169.594,0,1561,3972151.488,,4002280,4439.010036,411.75882
286,BlazingSQL,T,T,F,32,1080ti,11,-,1,Q22,T,T,0.0,0.0,4.0,3.0,2.0,F,T,,,,,,,,,
287,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q1,T,F,0.0,7.0,7.0,1.0,1.0,F,T,472.63,95.267,0,140,55017.659999999996,,81402,500.66927,428.96615
288,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q2,T,T,8.0,0.0,16.0,10.0,5.0,F,T,565.197,236.005,0,280,20959.309999999998,,51397,466.21126,428.58399
289,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q3,T,F,2.0,4.0,10.0,3.0,3.0,F,T,448.549,149.957,0,163,23238.27,,37744,465.87374,429.39251
290,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q4,T,T,0.0,3.0,7.0,2.0,2.0,F,T,331.595,145.574,0,165,44689.51,,59762,488.69722,431.68683
291,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q5,T,F,5.0,4.0,16.0,6.0,6.0,F,T,468.809,152.451,0,168,24110.67,,36518,471.15701,432.92003
292,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q6,T,F,0.0,4.0,4.0,1.0,1.0,F,F,266.693,63.457,0,44,20284.109999999997,,28584,457.78022,428.14773
293,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q7,T,T,5.0,5.0,15.0,6.0,5.0,F,T,695.761,263.048,0,266,60720.08,,81590,509.40605,430.66998
294,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q8,T,T,7.0,5.0,19.0,8.0,8.0,T,T,788.214,228.803,0,237,23193.93,,42339,464.91512,423.49041
295,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q9,T,T,5.0,6.0,16.0,6.0,6.0,F,T,432.239,153.286,0,162,144367.8,,153192,591.94788,433.54946
296,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q10,T,F,3.0,4.0,16.0,4.0,4.0,F,T,513.201,207.842,0,279,50289.76,,61862,496.35301,429.68508
297,BlazingSQL,T,T,F,32,1080ti,11,-,2,Q11,T,T,4.0,0.0,8.0,6.0,3.0,F,T,,,,,,,,,
