Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,BS,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET
2316,OmniSci,T,T,T,48,1080ti,11,8,484,Q7,T,T,5,5,15,6,5,F,T,290421.34,96.45,,24,88358.7,74000
2317,OmniSci,T,T,T,48,1080ti,11,8,484,Q8,T,T,7,5,19,8,8,T,T,323394.38,145.83,,156,85150.54,95000
2318,OmniSci,T,T,T,48,1080ti,11,8,484,Q9,T,T,5,6,16,6,6,F,T,397248.42,52.9,,24,249446.7,178000
2319,OmniSci,T,T,T,48,1080ti,11,8,484,Q10,T,F,3,4,16,4,4,F,T,250769.64,6457.55,,114,275646.14,1001000
2320,OmniSci,T,T,T,48,1080ti,11,8,484,Q11,T,T,4,0,8,6,3,F,T,12361.06,3101.36,,30,2157.45,337000
2321,OmniSci,T,T,T,48,1080ti,11,8,484,Q12,T,F,1,5,7,2,2,T,T,220567.83,102.67,,118,9474.78,32000
2322,OmniSci,T,T,T,48,1080ti,11,8,484,Q13,T,T,1,0,6,2,2,F,T,12807.29,2058.48,,59,369484140,352550000
2323,OmniSci,T,T,T,48,1080ti,11,8,484,Q14,T,F,1,4,6,2,2,T,F,229623.83,232.15,,8,22965.73,29000
2324,OmniSci,T,T,T,48,1080ti,11,8,484,Q15,T,T,1,4,8,2,2,F,T,229208.97,535.4,,20,7820.46,163000
2325,OmniSci,T,T,T,48,1080ti,11,8,484,Q16,T,T,1,0,8,3,3,F,T,7591.66,173988.94,,9,13197,12045000
2326,OmniSci,T,T,T,48,1080ti,11,8,484,Q17,T,T,2,3,6,3,2,F,F,186207.81,13987.96,,18,223367.7,2417000
2327,OmniSci,T,T,T,48,1080ti,11,8,484,Q18,T,T,2,2,8,4,3,F,T,229021.04,161395.53,,35,124995.43,10127000
2328,OmniSci,T,T,T,48,1080ti,11,8,484,Q19,T,F,1,6,10,2,2,F,F,351398.39,132.47,,6,111452.46,89000
2329,OmniSci,T,T,T,48,1080ti,11,8,484,Q20,T,T,2,3,17,5,5,F,T,213377.68,67601.29,,35,290749.07,17576000
2330,OmniSci,T,T,T,48,1080ti,11,8,484,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2331,OmniSci,T,T,T,48,1080ti,11,8,484,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2332,OmniSci,T,T,T,64,2080ti,11,1,616,Q1,T,F,0,7,7,1,1,F,T,12093.63,22.62,,2,29742.51,58000
2333,OmniSci,T,T,T,64,2080ti,11,1,616,Q2,T,T,8,0,16,10,5,F,T,1430.79,653.55,,61,1223031.37,1373000
2334,OmniSci,T,T,T,64,2080ti,11,1,616,Q3,T,F,2,4,10,3,3,F,T,8836.29,110.35,,20,11878.46,120000
2335,OmniSci,T,T,T,64,2080ti,11,1,616,Q4,T,T,0,3,7,2,2,F,T,6243.79,7350.01,,153,3250.89,1055000
2336,OmniSci,T,T,T,64,2080ti,11,1,616,Q5,T,F,5,4,16,6,6,F,T,8615.33,94.96,,157,3626.77,76000
2337,OmniSci,T,T,T,64,2080ti,11,1,616,Q6,T,F,0,4,4,1,1,F,F,7658.44,65.36,,1,558.4,14000
2338,OmniSci,T,T,T,64,2080ti,11,1,616,Q7,T,T,5,5,15,6,5,F,T,9337.26,37.65,,22,10344.17,32000
2339,OmniSci,T,T,T,64,2080ti,11,1,616,Q8,T,T,7,5,19,8,8,T,T,10326.21,150.78,,179,4891.04,83000
2340,OmniSci,T,T,T,64,2080ti,11,1,616,Q9,T,T,5,6,16,6,6,F,T,13159.91,28.83,,22,18306.38,40000
2341,OmniSci,T,T,T,64,2080ti,11,1,616,Q10,T,F,3,4,16,4,4,F,T,8914.98,350.01,,110,34776.62,104000
2342,OmniSci,T,T,T,64,2080ti,11,1,616,Q11,T,T,4,0,8,6,3,F,T,1156.79,511.77,,76,2317.78,94000
2343,OmniSci,T,T,T,64,2080ti,11,1,616,Q12,T,F,1,5,7,2,2,T,T,7001.12,51.66,,141,1805.98,62000
2344,OmniSci,T,T,T,64,2080ti,11,1,616,Q13,T,T,1,0,6,2,2,F,T,1072.76,283.6,,139,1908230,2004000
2345,OmniSci,T,T,T,64,2080ti,11,1,616,Q14,T,F,1,4,6,2,2,T,F,7101.23,141.39,,7,1036.38,23000
2346,OmniSci,T,T,T,64,2080ti,11,1,616,Q15,T,T,1,4,8,2,2,F,T,6894.22,1853.33,,286,2575.22,296000
2347,OmniSci,T,T,T,64,2080ti,11,1,616,Q16,T,T,1,0,8,3,3,F,T,1244.12,17332.94,,9,1944.63,1745000
2348,OmniSci,T,T,T,64,2080ti,11,1,616,Q17,T,T,2,3,6,3,2,F,F,6339.89,781.02,,15,4165.16,337000
2349,OmniSci,T,T,T,64,2080ti,11,1,616,Q18,T,T,2,2,8,4,3,F,T,10848.88,7273.15,,25,9283.15,1297000
2350,OmniSci,T,T,T,64,2080ti,11,1,616,Q19,T,F,1,6,10,2,2,F,F,10146.25,66.35,,5,3189.78,22000
2351,OmniSci,T,T,T,64,2080ti,11,1,616,Q20,T,T,2,3,17,5,5,F,T,9132.96,2544.87,,31,32227.66,2300000
2352,OmniSci,T,T,T,64,2080ti,11,1,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2353,OmniSci,T,T,T,64,2080ti,11,1,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2354,OmniSci,T,T,T,64,2080ti,11,2,616,Q1,T,F,0,7,7,1,1,F,T,24842.81,22.66,,2,59513.02,71000
2355,OmniSci,T,T,T,64,2080ti,11,2,616,Q2,T,T,8,0,16,10,5,F,T,2348.72,927.15,,61,4580554,4917000
2356,OmniSci,T,T,T,64,2080ti,11,2,616,Q3,T,F,2,4,10,3,3,F,T,17716.02,131.07,,20,22851.01,217000
2357,OmniSci,T,T,T,64,2080ti,11,2,616,Q4,T,T,0,3,7,2,2,F,T,12449.71,13685.95,,153,5143.23,2024000
2358,OmniSci,T,T,T,64,2080ti,11,2,616,Q5,T,F,5,4,16,6,6,F,T,17619.85,95.49,,157,5758.44,72000
2359,OmniSci,T,T,T,64,2080ti,11,2,616,Q6,T,F,0,4,4,1,1,F,F,15870.33,65.36,,1,809.6,11000
2360,OmniSci,T,T,T,64,2080ti,11,2,616,Q7,T,T,5,5,15,6,5,F,T,19552.16,38.24,,22,19197.95,36000
2361,OmniSci,T,T,T,64,2080ti,11,2,616,Q8,T,T,7,5,19,8,8,T,T,20224.42,151.95,,179,9010.74,81000
2362,OmniSci,T,T,T,64,2080ti,11,2,616,Q9,T,T,5,6,16,6,6,F,T,27334.72,29.07,,22,37717.89,53000
2363,OmniSci,T,T,T,64,2080ti,11,2,616,Q10,T,F,3,4,16,4,4,F,T,17825.16,448.81,,110,66227.2,176000
2364,OmniSci,T,T,T,64,2080ti,11,2,616,Q11,T,T,4,0,8,6,3,F,T,2109.89,588.05,,38,1689.75,123000
2365,OmniSci,T,T,T,64,2080ti,11,2,616,Q12,T,F,1,5,7,2,2,T,T,14604.39,51.46,,141,2183867.42,59000
2366,OmniSci,T,T,T,64,2080ti,11,2,616,Q13,T,T,1,0,6,2,2,F,T,1925,553.36,,139,7167790,7071000
2367,OmniSci,T,T,T,64,2080ti,11,2,616,Q14,T,F,1,4,6,2,2,T,F,14018.89,132.54,,7,1600.25,19000
2368,OmniSci,T,T,T,64,2080ti,11,2,616,Q15,T,T,1,4,8,2,2,F,T,13873.39,222.16,,16,2256.28,207000
2369,OmniSci,T,T,T,64,2080ti,11,2,616,Q16,T,T,1,0,8,3,3,F,T,1751.21,34464.25,,9,3364.56,3454000
2370,OmniSci,T,T,T,64,2080ti,11,2,616,Q17,T,T,2,3,6,3,2,F,F,12769.43,1310.29,,15,21770.91,611000
2371,OmniSci,T,T,T,64,2080ti,11,2,616,Q18,T,T,2,2,8,4,3,F,T,22113.27,13526.62,,25,17214.08,2488000
2372,OmniSci,T,T,T,64,2080ti,11,2,616,Q19,T,F,1,6,10,2,2,F,F,20297.9,66.78,,5,9046.22,26000
2373,OmniSci,T,T,T,64,2080ti,11,2,616,Q20,T,T,2,3,17,5,5,F,T,18031.01,4102.3,,31,64018.94,4269000
2374,OmniSci,T,T,T,64,2080ti,11,2,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2375,OmniSci,T,T,T,64,2080ti,11,2,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2376,OmniSci,T,T,T,64,2080ti,11,4,616,Q1,T,F,0,7,7,1,1,F,T,49010.69,22.43,,2,194172.06,178000
2377,OmniSci,T,T,T,64,2080ti,11,4,616,Q2,T,T,8,0,16,10,5,F,T,4048.26,1622.3,,61,18900338.03,20175000
2378,OmniSci,T,T,T,64,2080ti,11,4,616,Q3,T,F,2,4,10,3,3,F,T,35749.62,190.61,,20,45010.17,426000
2379,OmniSci,T,T,T,64,2080ti,11,4,616,Q4,T,T,0,3,7,2,2,F,T,24810.57,27254.3,,153,9047.79,3882000
2380,OmniSci,T,T,T,64,2080ti,11,4,616,Q5,T,F,5,4,16,6,6,F,T,34924.13,95.58,,157,10792.01,76000
2381,OmniSci,T,T,T,64,2080ti,11,4,616,Q6,T,F,0,4,4,1,1,F,F,31110.87,65.42,,1,1335.51,10000
2382,OmniSci,T,T,T,64,2080ti,11,4,616,Q7,T,T,5,5,15,6,5,F,T,38284.35,37.78,,22,37770.36,54000
2383,OmniSci,T,T,T,64,2080ti,11,4,616,Q8,T,T,7,5,19,8,8,T,T,39766.15,145.36,,179,21266.95,91000
2384,OmniSci,T,T,T,64,2080ti,11,4,616,Q9,T,T,5,6,16,6,6,F,T,53645.3,29.18,,22,79204.23,89000
2385,OmniSci,T,T,T,64,2080ti,11,4,616,Q10,T,F,3,4,16,4,4,F,T,35772.74,958.09,,110,126416.2,328000
2386,OmniSci,T,T,T,64,2080ti,11,4,616,Q11,T,T,4,0,8,6,3,F,T,3874.69,1308.06,,30,1874.74,188000
2387,OmniSci,T,T,T,64,2080ti,11,4,616,Q12,T,F,1,5,7,2,2,T,T,28673.46,50.99,,141,4501.54,60000
2388,OmniSci,T,T,T,64,2080ti,11,4,616,Q13,T,T,1,0,6,2,2,F,T,3879.64,908.4,,139,26439940,27237000
2389,OmniSci,T,T,T,64,2080ti,11,4,616,Q14,T,F,1,4,6,2,2,T,F,27862.92,130.48,,7,4182.44,21000
2390,OmniSci,T,T,T,64,2080ti,11,4,616,Q15,T,T,1,4,8,2,2,F,T,27157.8,234.21,,16,3437.1,115000
2391,OmniSci,T,T,T,64,2080ti,11,4,616,Q16,T,T,1,0,8,3,3,F,T,2865.86,63426.1,,9,6353.75,6369000
2392,OmniSci,T,T,T,64,2080ti,11,4,616,Q17,T,T,2,3,6,3,2,F,F,24738.17,2703.94,,15,64158.84,1189000
2393,OmniSci,T,T,T,64,2080ti,11,4,616,Q18,T,T,2,2,8,4,3,F,T,43638.78,27002.68,,25,33641.14,4914000
2394,OmniSci,T,T,T,64,2080ti,11,4,616,Q19,T,F,1,6,10,2,2,F,F,41510.83,66.46,,5,25547.26,42000
2395,OmniSci,T,T,T,64,2080ti,11,4,616,Q20,T,T,2,3,17,5,5,F,T,35728.58,7866.27,,31,127864.66,8414000
2396,OmniSci,T,T,T,64,2080ti,11,4,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2397,OmniSci,T,T,T,64,2080ti,11,4,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2398,OmniSci,T,T,T,64,2080ti,11,8,616,Q1,T,F,0,7,7,1,1,F,T,250667.19,106.42,,4,337115.02,125000
2399,OmniSci,T,T,T,64,2080ti,11,8,616,Q2,T,T,8,0,16,10,5,F,T,7795.36,2341.81,,61,80041746.12,88273000
2400,OmniSci,T,T,T,64,2080ti,11,8,616,Q3,T,F,2,4,10,3,3,F,T,170323.09,1387.64,,24,89319.18,886000
2401,OmniSci,T,T,T,64,2080ti,11,8,616,Q4,T,T,0,3,7,2,2,F,T,89602.04,196155.33,,155,23645.04,7744000
2402,OmniSci,T,T,T,64,2080ti,11,8,616,Q5,T,F,5,4,16,6,6,F,T,173319.8,444.21,,294,21937.7,81000
2403,OmniSci,T,T,T,64,2080ti,11,8,616,Q6,T,F,0,4,4,1,1,F,F,158248,320.17,,2,2658.93,11000
2404,OmniSci,T,T,T,64,2080ti,11,8,616,Q7,T,T,5,5,15,6,5,F,T,183732.23,160.56,,24,77036.27,67000
2405,OmniSci,T,T,T,64,2080ti,11,8,616,Q8,T,T,7,5,19,8,8,T,T,199879.91,341.65,,316,48356.42,104000
2406,OmniSci,T,T,T,64,2080ti,11,8,616,Q9,T,T,5,6,16,6,6,F,T,253469.49,114.43,,24,169718.81,126000
2407,OmniSci,T,T,T,64,2080ti,11,8,616,Q10,T,F,3,4,16,4,4,F,T,168589.51,5539.29,,114,253461.14,972000
2408,OmniSci,T,T,T,64,2080ti,11,8,616,Q11,T,T,4,0,8,6,3,F,T,7759.65,2116.8,,30,2363.82,342000
2409,OmniSci,T,T,T,64,2080ti,11,8,616,Q12,T,F,1,5,7,2,2,T,T,139340.37,244.25,,278,8386.58,62000
2410,OmniSci,T,T,T,64,2080ti,11,8,616,Q13,T,T,1,0,6,2,2,F,T,7555.96,1456.14,,139,102702590,116943000
2411,OmniSci,T,T,T,64,2080ti,11,8,616,Q14,T,F,1,4,6,2,2,T,F,139629.35,555.47,,8,11531.28,25000
2412,OmniSci,T,T,T,64,2080ti,11,8,616,Q15,T,T,1,4,8,2,2,F,T,135948.43,757.71,,20,6624.37,167000
2413,OmniSci,T,T,T,64,2080ti,11,8,616,Q16,T,T,1,0,8,3,3,F,T,5239.64,127235.43,,9,12091.77,11618000
2414,OmniSci,T,T,T,64,2080ti,11,8,616,Q17,T,T,2,3,6,3,2,F,F,116751.58,12149.27,,18,150981.93,2349000
2415,OmniSci,T,T,T,64,2080ti,11,8,616,Q18,T,T,2,2,8,4,3,F,T,161303.13,96184.04,,35,121167.1,9854000
2416,OmniSci,T,T,T,64,2080ti,11,8,616,Q19,T,F,1,6,10,2,2,F,F,213045.91,320.25,,6,61190.8,57000
2417,OmniSci,T,T,T,64,2080ti,11,8,616,Q20,T,T,2,3,17,5,5,F,T,140687.26,39259.26,,35,252986.22,17461000
2418,OmniSci,T,T,T,64,2080ti,11,8,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2419,OmniSci,T,T,T,64,2080ti,11,8,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2420,OmniSci,T,T,T,32,2080ti,11,1,616,Q1,T,F,0,7,7,1,1,F,T,24731.38,22.48,,2,29864.44,58000
2421,OmniSci,T,T,T,32,2080ti,11,1,616,Q2,T,T,8,0,16,10,5,F,T,1466.12,794.3,,61,1235901.44,1371000
2422,OmniSci,T,T,T,32,2080ti,11,1,616,Q3,T,F,2,4,10,3,3,F,T,8941.23,110.06,,20,12214.93,120000
2423,OmniSci,T,T,T,32,2080ti,11,1,616,Q4,T,T,0,3,7,2,2,F,T,6339.83,7553.52,,153,3284.52,1060000
2424,OmniSci,T,T,T,32,2080ti,11,1,616,Q5,T,F,5,4,16,6,6,F,T,8668.3,95.17,,157,3643.84,77000
2425,OmniSci,T,T,T,32,2080ti,11,1,616,Q6,T,F,0,4,4,1,1,F,F,7783.24,65.44,,1,562.46,13000
2426,OmniSci,T,T,T,32,2080ti,11,1,616,Q7,T,T,5,5,15,6,5,F,T,9430.93,37.81,,22,10442.39,32000
2427,OmniSci,T,T,T,32,2080ti,11,1,616,Q8,T,T,7,5,19,8,8,T,T,10085.51,145.12,,179,4909.93,81000
2428,OmniSci,T,T,T,32,2080ti,11,1,616,Q9,T,T,5,6,16,6,6,F,T,13807.81,28.93,,22,18456.72,40000
2429,OmniSci,T,T,T,32,2080ti,11,1,616,Q10,T,F,3,4,16,4,4,F,T,9069.07,220.99,,110,34784.59,104000
2430,OmniSci,T,T,T,32,2080ti,11,1,616,Q11,T,T,4,0,8,6,3,F,T,1075.9,388.46,,76,2329.52,93000
2431,OmniSci,T,T,T,32,2080ti,11,1,616,Q12,T,F,1,5,7,2,2,T,T,7231.56,51.57,,141,1811.38,61000
2432,OmniSci,T,T,T,32,2080ti,11,1,616,Q13,T,T,1,0,6,2,2,F,T,1040.91,281.15,,139,1933660,2009000
2433,OmniSci,T,T,T,32,2080ti,11,1,616,Q14,T,F,1,4,6,2,2,T,F,7102.48,132.42,,7,1048.99,21000
2434,OmniSci,T,T,T,32,2080ti,11,1,616,Q15,T,T,1,4,8,2,2,F,T,6922.66,1914.8,,286,2601.84,294000
2435,OmniSci,T,T,T,32,2080ti,11,1,616,Q16,T,T,1,0,8,3,3,F,T,1224.15,17907.44,,9,1951.57,1756000
2436,OmniSci,T,T,T,32,2080ti,11,1,616,Q17,T,T,2,3,6,3,2,F,F,6460.7,966.41,,15,4641.73,333000
2437,OmniSci,T,T,T,32,2080ti,11,1,616,Q18,T,T,2,2,8,4,3,F,T,10947.17,7608.35,,25,9654.76,1283000
2438,OmniSci,T,T,T,32,2080ti,11,1,616,Q19,T,F,1,6,10,2,2,F,F,10586.53,66.58,,5,3318.7,24000
2439,OmniSci,T,T,T,32,2080ti,11,1,616,Q20,T,T,2,3,17,5,5,F,T,9513.34,2591.3,,31,32574.67,2301000
2440,OmniSci,T,T,T,32,2080ti,11,1,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2441,OmniSci,T,T,T,32,2080ti,11,1,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2442,OmniSci,T,T,T,32,2080ti,11,2,616,Q1,T,F,0,7,7,1,1,F,T,47051.41,23.06,,2,59568.28,71000
2443,OmniSci,T,T,T,32,2080ti,11,2,616,Q2,T,T,8,0,16,10,5,F,T,2229.42,1121.37,,61,4628812.78,4934000
2444,OmniSci,T,T,T,32,2080ti,11,2,616,Q3,T,F,2,4,10,3,3,F,T,19007.74,131.57,,20,23433.5,215000
2445,OmniSci,T,T,T,32,2080ti,11,2,616,Q4,T,T,0,3,7,2,2,F,T,13196.85,13901.35,,153,5176.74,1984000
2446,OmniSci,T,T,T,32,2080ti,11,2,616,Q5,T,F,5,4,16,6,6,F,T,18163,95.25,,157,5829.31,72000
2447,OmniSci,T,T,T,32,2080ti,11,2,616,Q6,T,F,0,4,4,1,1,F,F,16092.96,65.54,,1,819.55,11000
2448,OmniSci,T,T,T,32,2080ti,11,2,616,Q7,T,T,5,5,15,6,5,F,T,19766.66,38.42,,22,19459.54,37000
2449,OmniSci,T,T,T,32,2080ti,11,2,616,Q8,T,T,7,5,19,8,8,T,T,21644.97,146.3,,179,9309.94,81000
2450,OmniSci,T,T,T,32,2080ti,11,2,616,Q9,T,T,5,6,16,6,6,F,T,27400.28,29.06,,22,37837.01,52000
2451,OmniSci,T,T,T,32,2080ti,11,2,616,Q10,T,F,3,4,16,4,4,F,T,17982.66,610.54,,110,66714.54,176000
2452,OmniSci,T,T,T,32,2080ti,11,2,616,Q11,T,T,4,0,8,6,3,F,T,2070.95,594.96,,38,1693.08,118000
2453,OmniSci,T,T,T,32,2080ti,11,2,616,Q12,T,F,1,5,7,2,2,T,T,14616.21,50.82,,141,2710.74,59000
2454,OmniSci,T,T,T,32,2080ti,11,2,616,Q13,T,T,1,0,6,2,2,F,T,1941.97,545.41,,139,6579660,6986000
2455,OmniSci,T,T,T,32,2080ti,11,2,616,Q14,T,F,1,4,6,2,2,T,F,14132.36,132.4,,7,1642.33,20000
2456,OmniSci,T,T,T,32,2080ti,11,2,616,Q15,T,T,1,4,8,2,2,F,T,14243.62,217.73,,16,2293.14,209000
2457,OmniSci,T,T,T,32,2080ti,11,2,616,Q16,T,T,1,0,8,3,3,F,T,1790.26,35051.95,,9,3429.52,3463000
2458,OmniSci,T,T,T,32,2080ti,11,2,616,Q17,T,T,2,3,6,3,2,F,F,12743.93,1397.67,,15,20239.32,604000
2459,OmniSci,T,T,T,32,2080ti,11,2,616,Q18,T,T,2,2,8,4,3,F,T,21742.18,13844.74,,25,17996.96,2477000
2460,OmniSci,T,T,T,32,2080ti,11,2,616,Q19,T,F,1,6,10,2,2,F,F,21210.46,66.75,,5,9144.72,26000
2461,OmniSci,T,T,T,32,2080ti,11,2,616,Q20,T,T,2,3,17,5,5,F,T,18517.77,4196.12,,31,64838,4260000
2462,OmniSci,T,T,T,32,2080ti,11,2,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2463,OmniSci,T,T,T,32,2080ti,11,2,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2464,OmniSci,T,T,T,32,2080ti,11,4,616,Q1,T,F,0,7,7,1,1,F,T,76126.99,22.4,,2,214518.88,180000
2465,OmniSci,T,T,T,32,2080ti,11,4,616,Q2,T,T,8,0,16,10,5,F,T,4266.43,2292.88,,61,19187557.97,20519000
2466,OmniSci,T,T,T,32,2080ti,11,4,616,Q3,T,F,2,4,10,3,3,F,T,37716.09,192.17,,20,46455.56,430000
2467,OmniSci,T,T,T,32,2080ti,11,4,616,Q4,T,T,0,3,7,2,2,F,T,28426.56,27081.5,,153,9054.8,3888000
2468,OmniSci,T,T,T,32,2080ti,11,4,616,Q5,T,F,5,4,16,6,6,F,T,38144.64,95.42,,157,10692.42,76000
2469,OmniSci,T,T,T,32,2080ti,11,4,616,Q6,T,F,0,4,4,1,1,F,F,31804.26,65.79,,1,1341.3,10000
2470,OmniSci,T,T,T,32,2080ti,11,4,616,Q7,T,T,5,5,15,6,5,F,T,38834.51,38.3,,22,38295.71,52000
2471,OmniSci,T,T,T,32,2080ti,11,4,616,Q8,T,T,7,5,19,8,8,T,T,42309.76,146.37,,179,20100.76,90000
2472,OmniSci,T,T,T,32,2080ti,11,4,616,Q9,T,T,5,6,16,6,6,F,T,54715.03,29.57,,22,80073.59,89000
2473,OmniSci,T,T,T,32,2080ti,11,4,616,Q10,T,F,3,4,16,4,4,F,T,36250.02,973.15,,110,129864.72,328000
2474,OmniSci,T,T,T,32,2080ti,11,4,616,Q11,T,T,4,0,8,6,3,F,T,3927.13,1572.79,,30,1897.02,193000
2475,OmniSci,T,T,T,32,2080ti,11,4,616,Q12,T,F,1,5,7,2,2,T,T,29384.46,51.6,,141,4515.43,59000
2476,OmniSci,T,T,T,32,2080ti,11,4,616,Q13,T,T,1,0,6,2,2,F,T,3886.81,917.77,,139,25622980,26639000
2477,OmniSci,T,T,T,32,2080ti,11,4,616,Q14,T,F,1,4,6,2,2,T,F,28308.44,132.38,,7,3940.59,21000
2478,OmniSci,T,T,T,32,2080ti,11,4,616,Q15,T,T,1,4,8,2,2,F,T,27606.55,236.67,,16,3472.84,120000
2479,OmniSci,T,T,T,32,2080ti,11,4,616,Q16,T,T,1,0,8,3,3,F,T,2950.52,64013.44,,9,6420.61,6389000
2480,OmniSci,T,T,T,32,2080ti,11,4,616,Q17,T,T,2,3,6,3,2,F,F,25277.19,2562.13,,15,62898.91,1212000
2481,OmniSci,T,T,T,32,2080ti,11,4,616,Q18,T,T,2,2,8,4,3,F,T,43515.53,27209.24,,25,35185.47,4901000
2482,OmniSci,T,T,T,32,2080ti,11,4,616,Q19,T,F,1,6,10,2,2,F,F,41933.59,66.42,,5,25650.16,41000
2483,OmniSci,T,T,T,32,2080ti,11,4,616,Q20,T,T,2,3,17,5,5,F,T,36308.06,7974,,31,129487.71,8442000
2484,OmniSci,T,T,T,32,2080ti,11,4,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2485,OmniSci,T,T,T,32,2080ti,11,4,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2486,OmniSci,T,T,T,32,2080ti,11,8,616,Q1,T,F,0,7,7,1,1,F,T,232275.95,108.35,,4,365154.76,127000
2487,OmniSci,T,T,T,32,2080ti,11,8,616,Q2,T,T,8,0,16,10,5,F,T,11038.28,5416.35,,61,81791716.12,86084000
2488,OmniSci,T,T,T,32,2080ti,11,8,616,Q3,T,F,2,4,10,3,3,F,T,174026.62,1537.08,,24,91506.96,888000
2489,OmniSci,T,T,T,32,2080ti,11,8,616,Q4,T,T,0,3,7,2,2,F,T,82138.19,191549.24,,155,23566.82,7754000
2490,OmniSci,T,T,T,32,2080ti,11,8,616,Q5,T,F,5,4,16,6,6,F,T,170296.66,444.34,,294,21605.54,81000
2491,OmniSci,T,T,T,32,2080ti,11,8,616,Q6,T,F,0,4,4,1,1,F,F,161172.45,316.75,,2,2677.62,11000
2492,OmniSci,T,T,T,32,2080ti,11,8,616,Q7,T,T,5,5,15,6,5,F,T,189970.73,165.53,,24,77659.91,69000
2493,OmniSci,T,T,T,32,2080ti,11,8,616,Q8,T,T,7,5,19,8,8,T,T,199952.18,341.79,,316,47865.93,104000
2494,OmniSci,T,T,T,32,2080ti,11,8,616,Q9,T,T,5,6,16,6,6,F,T,257600.54,115.04,,24,170155.94,125000
2495,OmniSci,T,T,T,32,2080ti,11,8,616,Q10,T,F,3,4,16,4,4,F,T,173076.86,5616.51,,114,252866.67,972000
2496,OmniSci,T,T,T,32,2080ti,11,8,616,Q11,T,T,4,0,8,6,3,F,T,7876.66,2237.36,,30,2356.72,338000
2497,OmniSci,T,T,T,32,2080ti,11,8,616,Q12,T,F,1,5,7,2,2,T,T,137631.79,246.38,,278,8521.02,62000
2498,OmniSci,T,T,T,32,2080ti,11,8,616,Q13,T,T,1,0,6,2,2,F,T,7863.08,1455.46,,139,103880360,108873000
2499,OmniSci,T,T,T,32,2080ti,11,8,616,Q14,T,F,1,4,6,2,2,T,F,141231.45,556.2,,8,11640.5,24000
2500,OmniSci,T,T,T,32,2080ti,11,8,616,Q15,T,T,1,4,8,2,2,F,T,137766.86,736.84,,20,6634.52,166000
2501,OmniSci,T,T,T,32,2080ti,11,8,616,Q16,T,T,1,0,8,3,3,F,T,5300.46,129599.16,,9,12271.26,11637000
2502,OmniSci,T,T,T,32,2080ti,11,8,616,Q17,T,T,2,3,6,3,2,F,F,117384.75,12210.9,,18,150677.56,2338000
2503,OmniSci,T,T,T,32,2080ti,11,8,616,Q18,T,T,2,2,8,4,3,F,T,167401.85,98229.39,,35,124378.13,9806000
2504,OmniSci,T,T,T,32,2080ti,11,8,616,Q19,T,F,1,6,10,2,2,F,F,213883.83,320.38,,6,61261.99,57000
2505,OmniSci,T,T,T,32,2080ti,11,8,616,Q20,T,T,2,3,17,5,5,F,T,139381.88,41148.25,,35,259352.05,17434000
2506,OmniSci,T,T,T,32,2080ti,11,8,616,Q21,T,T,3,4,16,6,4,F,T,,,,,,
2507,OmniSci,T,T,T,32,2080ti,11,8,616,Q22,T,T,0,0,4,3,2,F,T,,,,,,
2508,OmniSci,T,T,T,64,1080ti,11,1,484,Q1,T,F,0,7,7,1,1,F,T,25131.61,9.71,,2,33074.96,44000
2509,OmniSci,T,T,T,64,1080ti,11,1,484,Q2,T,T,8,0,16,10,5,F,T,1093.77,396.49,,61,8927929.08,9204000
2510,OmniSci,T,T,T,64,1080ti,11,1,484,Q3,T,F,2,4,10,3,3,F,T,8873.44,84.24,,20,11994.55,109000
2511,OmniSci,T,T,T,64,1080ti,11,1,484,Q4,T,T,0,3,7,2,2,F,T,6190.78,7262.35,,73,3090.89,1020000
2512,OmniSci,T,T,T,64,1080ti,11,1,484,Q5,T,F,5,4,16,6,6,F,T,8587.42,41.99,,77,3384.24,34000
2513,OmniSci,T,T,T,64,1080ti,11,1,484,Q6,T,F,0,4,4,1,1,F,F,7564.11,27.14,,0,583.95,8000
2514,OmniSci,T,T,T,64,1080ti,11,1,484,Q7,T,T,5,5,15,6,5,F,T,9421.77,24.19,,22,11043.06,26000
2515,OmniSci,T,T,T,64,1080ti,11,1,484,Q8,T,T,7,5,19,8,8,T,T,9874.84,64.63,,99,6365.26,45000
