Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,CC,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET,DT
1250,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q5,T,F,5,4,16,6,6,F,T,,,,,,,
1251,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q6,T,F,0,4,4,1,1,F,F,2643660,2678180,47401,991,1256570,10371887,2643660
1252,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q7,T,T,5,5,15,6,5,F,T,3360830,3434900,97503,624,872611.76,25788212,3360830
1253,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q8,T,T,7,5,19,8,8,T,T,,,,,,,
1254,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q9,T,T,5,6,16,6,6,F,T,4014500,4051940,137974,701,1573580,34442150,4014500
1255,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q10,T,F,3,4,16,4,4,F,T,3334010,3463870,68498,607,1326670,20442699,3334010
1256,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q11,T,T,4,0,8,6,3,F,T,808965.09,800625.59,19316,230,164621.21,3895582,808965.09
1257,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q12,T,F,1,5,7,2,2,T,T,3185860,3698920,34943,722,587760.28,24489677,3185860
1258,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q14,T,F,1,4,6,2,2,T,F,2665130,3142360,77580,532,327914.43,22902571,2665130
1259,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q15,T,T,1,4,8,2,2,F,T,2617090,2946810,83120,495,1490470,13070436,2617090
1260,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q16,T,T,1,0,8,3,3,F,T,516864.31,529687.27,15751,93,143938.13,13249553,516864.31
1261,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q17,T,T,2,3,6,3,2,F,F,,,,,,,
1262,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q19,T,F,1,6,10,2,2,F,F,2673020,3111300,26258,511,744875.32,24027390,2673020
1263,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
1264,PG-Strom,F,F,F,64,2080ti,11,32,4352,Q22,T,T,0,0,4,3,2,F,T,91981.63,92599.27,1788,17,15392.28,14861381,91981.63
1265,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q1,T,F,0,7,7,1,1,F,T,5280440,5498970,209452,3941,12719760,67518174,5280440
1266,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q2,T,T,8,0,16,10,5,F,T,1029640,1036640,36221,221,463439.7,38026236,1029640
1267,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q3,T,F,2,4,10,3,3,F,T,6618550,7002480,164006,1242,2509600,63348755,6618550
1268,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q4,T,T,0,3,7,2,2,F,T,1190980,1378900,30747,227,108861.33,90060891,1190980
1269,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q5,T,F,5,4,16,6,6,F,T,,,,,,,
1270,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q6,T,F,0,4,4,1,1,F,F,5217000,5494070,101459,1973,2622500,48190704,5217000
1271,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q7,T,T,5,5,15,6,5,F,T,6685740,6922090,194185,1243,1982530,74544045,6685740
1272,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q8,T,T,7,5,19,8,8,T,T,6817310,7206180,168548,1278,2432480,62663008,6817310
1273,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q9,T,T,5,6,16,6,6,F,T,8000160,8277150,275559,1395,3244730,91559853,8000160
1274,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q10,T,F,3,4,16,4,4,F,T,6710960,7190040,165083,1242,2933340,68067146,6710960
1275,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q11,T,T,4,0,8,6,3,F,T,1610350,1634150,38074,454,328201.92,7781243,1610350
1276,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q12,T,F,1,5,7,2,2,T,T,6353060,7416610,71630,1442,1059830,62591337,6353060
1277,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q14,T,F,1,4,6,2,2,T,F,5338370,6284520,159222,1058,661421.96,59941871,5338370
1278,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q15,T,T,1,4,8,2,2,F,T,5241620,6196430,207583,989,1313500,50461279,5241620
1279,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q16,T,T,1,0,8,3,3,F,T,1037800,1069920,30972,185,297343.1,27116503,1037800
1280,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q19,T,F,1,6,10,2,2,F,F,5336610,6235640,52499,1020,1456160,63066797,5336610
1281,PG-Strom,F,F,F,64,2080ti,11,64,4352,Q22,T,T,0,0,4,3,2,F,T,173770.49,184014.9,3764,32,41572.7,30093153,173770.49
1282,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q1,T,F,0,7,7,1,1,F,T,10564930,10970630,366434,7871,25403670,127635656,10564930
1283,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q2,T,T,8,0,16,10,5,F,T,2070280,2083560,69976,434,1016500,76403979,2070280
1284,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q3,T,F,2,4,10,3,3,F,T,13232130,13985620,323360,2480,5338130,123608425,13232130
1285,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q4,T,T,0,3,7,2,2,F,T,2363920,2757510,65912,452,221109.36,174043152,2363920
1286,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q6,T,F,0,4,4,1,1,F,F,10433820,11053320,208421,3941,4756420,93145153,10433820
1287,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q7,T,T,5,5,15,6,5,F,T,13346560,13852660,382282,2480,4528530,141863929,13346560
1288,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q8,T,T,7,5,19,8,8,T,T,13609030,14372680,304748,2549,5889650,118520062,13609030
1289,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q9,T,T,5,6,16,6,6,F,T,11184030,11883710,255263,2303,3968390,228902434,11184030
1290,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q10,T,F,3,4,16,4,4,F,T,12925030,13913920,293391,2420,4518360,140004988,12925030
1291,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q11,T,T,4,0,8,6,3,F,T,3220340,3275680,68989,900,876876.27,15729910,3220340
1292,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q12,T,F,1,5,7,2,2,T,T,12757810,14868120,143857,2871,2363380,129097405,12757810
1293,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q14,T,F,1,4,6,2,2,T,F,10485430,12492410,306995,2018,3233880,105602121,10485430
1294,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q15,T,T,1,4,8,2,2,F,T,10480400,12455310,423368,1974,2274420,104086101,10480400
1295,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q16,T,T,1,0,8,3,3,F,T,2082600,2159350,62274,367,589513.43,56590315,2082600
1296,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q19,T,F,1,6,10,2,2,F,F,10902930,11561620,218498,4007,5364490,103027378,10902930
1297,PG-Strom,F,F,F,64,2080ti,11,128,4352,Q22,T,T,0,0,4,3,2,F,T,332414.57,367080,6885,61,115531.2,61013122,332414.57
1298,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q1,T,F,0,7,7,1,1,F,T,87064.12,71168.64,7862,69,190567.19,462607,87064.12
1299,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q2,T,T,8,0,16,10,5,F,T,15212,2665.97,547,4,4280.52,309603,15212
1300,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q3,T,F,2,4,10,3,3,F,T,109438.22,100778.33,3005,23,8488.31,1995341,109438.22
1301,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q4,T,T,0,3,7,2,2,F,T,28850.79,21462.15,327,6,1764.73,339139,28850.79
1302,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q5,T,F,5,4,16,6,6,F,T,22961.18,684.032,1220,11,12800.37,405237,22961.18
1303,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q6,T,F,0,4,4,1,1,F,F,85244.74,69921.99,2243,37,33005.43,486724,85244.74
1304,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q7,T,T,5,5,15,6,5,F,T,23071.2,1061.31,1159,10,15414.91,520525,23071.2
1305,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q8,T,T,7,5,19,8,8,T,T,21718.37,3487.95,868,7,7150.11,685069,21718.37
1306,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q9,T,T,5,6,16,6,6,F,T,,,,,,,
1307,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q10,T,F,3,4,16,4,4,F,T,,,,,,,
1308,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q11,T,T,4,0,8,6,3,F,T,25787.17,19510.2,964,9,6239.3,395276,25787.17
1309,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q12,T,F,1,5,7,2,2,T,T,108153.66,103364.68,1691,32,24425.46,991287,108153.66
1310,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q13,T,T,1,0,6,2,2,F,T,28273.04,19419.07,1396,6,25222.61,636768,28273.04
1311,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q14,T,F,1,4,6,2,2,T,F,87106.17,96934.94,2502,26,18678.29,953780,87106.17
1312,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q15,T,T,1,4,8,2,2,F,T,89749.92,95996.38,1658,17,8286.76,616877,89749.92
1313,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q16,T,T,1,0,8,3,3,F,T,8767.85,994.46,398,4,14526.25,716667,8767.85
1314,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q17,T,T,2,3,6,3,2,F,F,170986.49,167951.04,8336,84,252252.76,1913462,170986.49
1315,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q18,T,T,2,2,8,4,3,F,T,103617.09,98326.05,2502,22,10256.19,2674039,103617.09
1316,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q19,T,F,1,6,10,2,2,F,F,86963.21,96153.5,1178,20,29289.56,981283,86963.21
1317,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1318,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q21,T,T,3,4,16,6,4,F,T,105333.63,89551.26,2942,24,26230.99,1164617,105333.63
1319,PG-Strom,F,F,F,32,2080ti,11,1,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,353119,
1320,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q1,T,F,0,7,7,1,1,F,T,167422.54,157437.29,12341,129,384434.75,1049651,167422.54
1321,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q2,T,T,8,0,16,10,5,F,T,43578.16,19673.21,1456,12,17159.79,538732,43578.16
1322,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q3,T,F,2,4,10,3,3,F,T,232890.16,211600.41,5315,40,43236.1,3854074,232890.16
1323,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q4,T,T,0,3,7,2,2,F,T,53758.89,43498.92,532,10,3154.03,496214,53758.89
1324,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q5,T,F,5,4,16,6,6,F,T,52052.04,46889.47,1917,16,30081.02,992576,52052.04
1325,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q6,T,F,0,4,4,1,1,F,F,166648.91,153997.92,3917,67,55775.41,817291,166648.91
1326,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q7,T,T,5,5,15,6,5,F,T,42737.71,7336.76,1665,15,18179.01,718796,42737.71
1327,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q8,T,T,7,5,19,8,8,T,T,40360.68,23212.87,1277,10,11660.16,1142494,40360.68
1328,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q9,T,T,5,6,16,6,6,F,T,177744.91,160146.35,5086,34,55290.86,2491401,177744.91
1329,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q10,T,F,3,4,16,4,4,F,T,217633.56,238881.62,6254,43,44821.1,3144469,217633.56
1330,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q11,T,T,4,0,8,6,3,F,T,58945.61,41137.47,1631,20,11651.92,558944,58945.61
1331,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q12,T,F,1,5,7,2,2,T,T,203197.93,217975.6,2705,53,35662.88,1772631,203197.93
1332,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q13,T,T,1,0,6,2,2,F,T,52397.04,45249.52,3006,13,56631.79,1463339,52397.04
1333,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q14,T,F,1,4,6,2,2,T,F,173385.39,192664.12,5119,41,22331.56,1673624,173385.39
1334,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q15,T,T,1,4,8,2,2,F,T,169641.32,186991.31,4825,33,49124.55,1029872,169641.32
1335,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q16,T,T,1,0,8,3,3,F,T,36615.03,32958.99,1002,8,8153.72,929163,36615.03
1336,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q17,T,T,2,3,6,3,2,F,F,347613.46,342575.29,15219,159,431875.75,3663439,347613.46
1337,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
1338,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q19,T,F,1,6,10,2,2,F,F,172236.56,190886.91,1913,35,51305.17,1764896,172236.56
1339,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
1340,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q21,T,T,3,4,16,6,4,F,T,209030.61,194811.4,5432,42,49893.08,2098051,209030.61
1341,PG-Strom,F,F,F,32,2080ti,11,2,4352,Q22,T,T,0,0,4,3,2,F,T,5113.16,5816.87,124,1,1036.35,921512,5113.16
1342,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q1,T,F,0,7,7,1,1,F,T,342718.26,320451.39,13999,255,794869.46,1863628,342718.26
1343,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q2,T,T,8,0,16,10,5,F,T,96304.33,74605.78,3076,30,40161.84,940550,96304.33
1344,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q3,T,F,2,4,10,3,3,F,T,437455.84,418122.48,11252,82,84115.23,2227737,437455.84
1345,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q4,T,T,0,3,7,2,2,F,T,88051.22,86749.17,1205,16,6175.58,811998,88051.22
1346,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q5,T,F,5,4,16,6,6,F,T,108416.65,92190.98,3195,24,18710.84,1607431,108416.65
1347,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q6,T,F,0,4,4,1,1,F,F,335214.35,319900.73,6084,129,168372.53,1471660,335214.35
1348,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q7,T,T,5,5,15,6,5,F,T,352779.56,343270.85,9154,68,76339.73,4163983,352779.56
1349,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q8,T,T,7,5,19,8,8,T,T,113750.51,92412.7,3422,23,20677.24,2379050,113750.51
1350,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q9,T,T,5,6,16,6,6,F,T,348204.72,333722.89,9310,65,141978.55,4779883,348204.72
1351,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q10,T,F,3,4,16,4,4,F,T,629224.11,473247.56,13258,82,79431.88,6166802,629224.11
1352,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q11,T,T,4,0,8,6,3,F,T,109477.44,82382.24,2856,38,35712.62,759108,109477.44
1353,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q12,T,F,1,5,7,2,2,T,T,408566.82,452181.31,4887,100,71618.68,3631159,408566.82
1354,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
1355,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q14,T,F,1,4,6,2,2,T,F,346511.32,384685.47,10316,74,42414.09,3387047,346511.32
1356,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q15,T,T,1,4,8,2,2,F,T,338925.08,372941.04,10341,65,120274.53,1932256,338925.08
1357,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q16,T,T,1,0,8,3,3,F,T,68315.46,66433.73,2032,14,16921.55,1725587,68315.46
1358,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q17,T,T,2,3,6,3,2,F,F,689681.53,689769.28,30776,315,387968.54,7498026,689681.53
1359,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q19,T,F,1,6,10,2,2,F,F,345466.16,381609.28,3608,67,93649.43,3538211,345466.16
1360,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q21,T,T,3,4,16,6,4,F,T,425049.98,406073.15,10849,80,104961.7,4288047,425049.98
1361,PG-Strom,F,F,F,32,2080ti,11,4,4352,Q22,T,T,0,0,4,3,2,F,T,14549.79,11634.99,409,3,2021.75,1746037,14549.79
1362,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q1,T,F,0,7,7,1,1,F,T,675099.97,666114.59,26476,503,1537560,3177263,675099.97
1363,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q2,T,T,8,0,16,10,5,F,T,168084.01,148884.43,5356,46,77817.27,1570730,168084.01
1364,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q3,T,F,2,4,10,3,3,F,T,841112.75,849164.86,21676,159,229547.9,4323863,841112.75
1365,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q4,T,T,0,3,7,2,2,F,T,164071.93,173167.08,3005,31,26868.97,1473901,164071.93
1366,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q5,T,F,5,4,16,6,6,F,T,944995.67,944755.81,33239,162,405582.8,11135611,944995.67
1367,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q6,T,F,0,4,4,1,1,F,F,665939.42,656347.9,11878,253,311960.35,2648820,665939.42
1368,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q7,T,T,5,5,15,6,5,F,T,826601.4,825414.92,21608,155,186930.31,6839933,826601.4
1369,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q8,T,T,7,5,19,8,8,T,T,865178.73,879368.29,27101,161,226341.96,9517520,865178.73
1370,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q9,T,T,5,6,16,6,6,F,T,862460.6,853994,26176,156,289273.18,9512925,862460.6
1371,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q10,T,F,3,4,16,4,4,F,T,847867.28,858003.11,18223,155,266783.97,5309674,847867.28
1372,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q11,T,T,4,0,8,6,3,F,T,202556.82,180951.32,5450,66,44383.27,1296144,202556.82
1373,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q12,T,F,1,5,7,2,2,T,T,806644.76,912874.25,9369,187,134693.26,6561961,806644.76
1374,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q14,T,F,1,4,6,2,2,T,F,669371.49,771846,18603,139,79295.13,6095707,669371.49
1375,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q15,T,T,1,4,8,2,2,F,T,666211.16,740827.8,20458,127,294012.91,3505852,666211.16
1376,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q16,T,T,1,0,8,3,3,F,T,131875.19,131996.17,4011,25,33582.78,3415343,131875.19
1377,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q17,T,T,2,3,6,3,2,F,F,1352710,1385190,60230,624,838306.49,14863735,1352710
1378,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q19,T,F,1,6,10,2,2,F,F,681883.54,764901.62,6742,131,179672.67,6356927,681883.54
1379,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
1380,PG-Strom,F,F,F,32,2080ti,11,8,4352,Q22,T,T,0,0,4,3,2,F,T,31572.08,23135.49,681,6,3970.93,3651445,31572.08
1381,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q1,T,F,0,7,7,1,1,F,T,1338020,1337950,48279,991,2943290,7193944,1338020
1382,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q2,T,T,8,0,16,10,5,F,T,260702.99,248159.33,9754,62,123752.81,8240226,260702.99
1383,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q3,T,F,2,4,10,3,3,F,T,1674500,1710040,41748,315,455396.13,8324468,1674500
1384,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q4,T,T,0,3,7,2,2,F,T,310127.69,346816.63,7477,58,35406.84,2775368,310127.69
1385,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q5,T,F,5,4,16,6,6,F,T,,,,,,,
1386,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q6,T,F,0,4,4,1,1,F,F,1319930,1344440,28324,497,429442.67,5461932,1319930
1387,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q7,T,T,5,5,15,6,5,F,T,1689750,1704500,47045,315,401296.76,14071217,1689750
1388,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q8,T,T,7,5,19,8,8,T,T,1705230,1791440,53619,317,495931.06,17059758,1705230
1389,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q9,T,T,5,6,16,6,6,F,T,1759110,1779650,50801,315,597614.22,21933918,1759110
1390,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q10,T,F,3,4,16,4,4,F,T,1670680,1730380,37195,305,486794.61,10675988,1670680
1391,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q11,T,T,4,0,8,6,3,F,T,402100.32,388039.31,9684,121,94834.74,2381288,402100.32
1392,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q12,T,F,1,5,7,2,2,T,T,1595060,1845070,18251,366,263628.7,12929898,1595060
1393,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q14,T,F,1,4,6,2,2,T,F,1344450,1559550,37235,270,156212.43,12303101,1344450
1394,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q15,T,T,1,4,8,2,2,F,T,1316910,1478320,39794,250,670703.81,6902565,1316910
1395,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q16,T,T,1,0,8,3,3,F,T,259815.43,263909.59,7445,47,68601.37,7151127,259815.43
1396,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q17,T,T,2,3,6,3,2,F,F,1344100,1398920,71787,994,1029220,15353550,1344100
1397,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q19,T,F,1,6,10,2,2,F,F,1337240,1549880,13250,257,360084.9,12797571,1337240
1398,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
1399,PG-Strom,F,F,F,32,2080ti,11,16,4352,Q22,T,T,0,0,4,3,2,F,T,69131.72,45341.38,985,10,22593.36,7652342,69131.72
1400,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q1,T,F,0,7,7,1,1,F,T,2647830,2730930,92998,1975,6476330,32792934,2647830
1401,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q2,T,T,8,0,16,10,5,F,T,515990.72,510429.65,18397,115,235762.65,19614594,515990.72
1402,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q3,T,F,2,4,10,3,3,F,T,3319570,3484180,77926,624,1315890,30945520,3319570
1403,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q4,T,T,0,3,7,2,2,F,T,601042.81,687562.2,12866,115,52739.24,45421911,601042.81
1404,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q5,T,F,5,4,16,6,6,F,T,,,,,,,
1405,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q6,T,F,0,4,4,1,1,F,F,2606070,2742990,53898,989,1139440,27585419,2606070
1406,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q7,T,T,5,5,15,6,5,F,T,3351810,3442800,94677,625,1074270,39192241,3351810
1407,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q8,T,T,7,5,19,8,8,T,T,,,,,,,
1408,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q9,T,T,5,6,16,6,6,F,T,4011420,4117730,136888,701,1660940,48547390,4011420
1409,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q10,T,F,3,4,16,4,4,F,T,3326760,3530690,81494,607,882483.91,34959344,3326760
1410,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q11,T,T,4,0,8,6,3,F,T,808524.42,798365.86,18852,231,173623.29,4232741,808524.42
1411,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q12,T,F,1,5,7,2,2,T,T,3179900,3707970,37495,724,532462.18,34720478,3179900
1412,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q14,T,F,1,4,6,2,2,T,F,2674680,3135920,78641,530,362682.46,32948364,2674680
1413,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q15,T,T,1,4,8,2,2,F,T,2623470,3101140,101612,496,691283.69,22601532,2623470
1414,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q16,T,T,1,0,8,3,3,F,T,517286.16,528883.31,15238,93,146396.17,13667053,517286.16
1415,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q17,T,T,2,3,6,3,2,F,F,,,,,,,
1416,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q19,T,F,1,6,10,2,2,F,F,2668960,3113740,25690,510,746846.98,34692170,2668960
1417,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
1418,PG-Strom,F,F,F,32,2080ti,11,32,4352,Q22,T,T,0,0,4,3,2,F,T,89886.46,92348.76,1698,16,23334.73,15302289,89886.46
1419,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q1,T,F,0,7,7,1,1,F,T,5325820,5485770,182489,3941,13160640,65372468,5325820
1420,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q2,T,T,8,0,16,10,5,F,T,1043920,1033420,35249,221,507764.69,38335319,1043920
1421,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q3,T,F,2,4,10,3,3,F,T,6646890,6982960,154036,1243,3215590,58632561,6646890
1422,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q4,T,T,0,3,7,2,2,F,T,1188370,1373860,31219,227,108159.99,86701120,1188370
1423,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q5,T,F,5,4,16,6,6,F,T,,,,,,,
1424,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q6,T,F,0,4,4,1,1,F,F,5237980,5514110,105472,1971,2339360,45076953,5237980
1425,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q7,T,T,5,5,15,6,5,F,T,6713760,6921590,194210,1243,2075560,74071018,6713760
1426,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q8,T,T,7,5,19,8,8,T,T,6856260,7200300,168897,1277,2261250,59798727,6856260
1427,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q9,T,T,5,6,16,6,6,F,T,8021390,8285320,276566,1395,3299910,93746219,8021390
1428,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q10,T,F,3,4,16,4,4,F,T,6732790,7192320,158250,1242,3129650,62756879,6732790
1429,PG-Strom,F,F,F,32,2080ti,11,64,4352,Q11,T,T,4,0,8,6,3,F,T,1612580,1613920,32503,456,495117.82,7933813,1612580
