Row_No,DBMS,IM,CF,MG,RAM_Size,Gen,GM,DB_Size,CC,QNo,AGG,SQ,NumJoins,NumFTAtts,NumAllAtts,NumAllTbl,NumDsTbl,CW,OB,HDT,DHT,PF,NumIK,KT,ET,DT
388,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q14,T,F,1,4,6,2,2,T,F,299.296,75.584,0,72,8447.41,17973,374.88
389,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q15,T,T,1,4,8,2,2,F,T,213.054,55.616,0,104,8474.21,16619,268.67
390,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q16,T,T,1,0,8,3,3,F,T,411.132,170.047,0,327,43915.09,60215,581.179
391,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q17,T,T,2,3,6,3,2,F,F,255.742,41.088,0,41,27002.67,37844,296.83
392,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q18,T,T,2,2,8,4,3,F,T,307.486,113.152,0,192,27936.96,41314,420.638
393,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q19,T,F,1,6,10,2,2,F,F,599.133,189.984,0,169,74648.37,88848,789.117
394,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q20,T,T,2,3,17,5,5,F,T,429.245,154.431,0,248,19970.76,34638,583.676
395,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q21,T,T,3,4,16,6,4,F,T,4662.215,935.36,408312,1565,17648139.88,15237969,5597.575
396,BlazingSQL,T,T,F,32,2080ti,11,2,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
397,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q1,T,F,0,7,7,1,1,F,T,349.757,80.672,1,140,82898.99,102753,430.429
398,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q2,T,T,8,0,16,10,5,F,T,429.085,186.557,22,291,17454.44,47051,615.642
399,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q3,T,F,2,4,10,3,3,F,T,329.5,102.59,17,165,26847.45,39944,432.09
400,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q4,T,T,0,3,7,2,2,F,T,237.311,106.622,10,165,60099.18,74100,343.933
401,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q5,T,F,5,4,16,6,6,F,T,339.517,97.568,0,167,28252.62,46336,437.085
402,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q6,T,F,0,4,4,1,1,F,F,190.848,45.279,0,44,22184.93,30828,236.127
403,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q7,T,T,5,5,15,6,5,F,T,513.595,117.375,496,266,57350.87,73503,630.97
404,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q8,T,T,7,5,19,8,8,T,T,610.266,145.215,156,250,31028.82,68865,755.481
405,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q9,T,T,5,6,16,6,6,F,T,307.901,84.736,297,157,149580.87,178815,392.637
406,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q10,T,F,3,4,16,4,4,F,T,403.962,141.969,52,281,52611.99,63662,545.931
407,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
408,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q12,T,F,1,5,7,2,2,T,T,263.997,63.84,4,114,67079.99,77338,327.837
409,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q13,T,T,1,0,6,2,2,F,T,116.575,44.991,371,71,308507.4,310019,161.566
410,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q14,T,F,1,4,6,2,2,T,F,311.515,76.416,8,72,16876.71,26115,387.931
411,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q15,T,T,1,4,8,2,2,F,T,212.325,56.225,0,106,16599.91,25097,268.55
412,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q16,T,T,1,0,8,3,3,F,T,419.198,171.166,539,326,102289.96,110168,590.364
413,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q17,T,T,2,3,6,3,2,F,F,258.08,41.248,0,41,59411.99,70264,299.328
414,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q18,T,T,2,2,8,4,3,F,T,324.288,116.352,941,196,96027.63,79770,440.64
415,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q19,T,F,1,6,10,2,2,F,F,600.221,196.864,0,169,156698.35,170637,797.085
416,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q20,T,T,2,3,17,5,5,F,T,443.2,155.199,22,247,44347.04,55933,598.399
417,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
418,BlazingSQL,T,T,F,32,2080ti,11,4,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
419,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q1,T,F,0,7,7,1,1,F,T,,,,,,187967,
420,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q2,T,T,8,0,16,10,5,F,T,,,,,,60345,
421,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q3,T,F,2,4,10,3,3,F,T,,,,,,65674,
422,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q4,T,T,0,3,7,2,2,F,T,,,,,,132890,
423,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q5,T,F,5,4,16,6,6,F,T,,,,,,72518,
424,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q6,T,F,0,4,4,1,1,F,F,,,,,,59589,
425,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q7,T,T,5,5,15,6,5,F,T,,,,,,133191,
426,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q8,T,T,7,5,19,8,8,T,T,,,,,,94484,
427,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q9,T,T,5,6,16,6,6,F,T,,,,,,329652,
428,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q10,T,F,3,4,16,4,4,F,T,,,,,,112117,
429,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
430,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q12,T,F,1,5,7,2,2,T,T,,,,,,142765,
431,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q13,T,T,1,0,6,2,2,F,T,,,,,,618085,
432,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q14,T,F,1,4,6,2,2,T,F,,,,,,42075,
433,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q15,T,T,1,4,8,2,2,F,T,,,,,,50766,
434,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q16,T,T,1,0,8,3,3,F,T,,,,,,277710,
435,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q17,T,T,2,3,6,3,2,F,F,,,,,,144496,
436,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q18,T,T,2,2,8,4,3,F,T,,,,,,175560,
437,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q19,T,F,1,6,10,2,2,F,F,,,,,,355173,
438,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q20,T,T,2,3,17,5,5,F,T,,,,,,114035,
439,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
440,BlazingSQL,T,T,F,32,2080ti,11,8,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
441,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q1,T,F,0,7,7,1,1,F,T,339.516,80.384,0,140,22468.88,35948,419.9
442,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q2,T,T,8,0,16,10,5,F,T,425.978,187.36,0,297,4185.09,26449,613.338
443,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q3,T,F,2,4,10,3,3,F,T,334.365,99.296,0,161,7019.15,18118,433.661
444,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q4,T,T,0,3,7,2,2,F,T,233.344,103.679,0,165,14761.74,26932,337.023
445,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q5,T,F,5,4,16,6,6,F,T,333.599,99.871,0,160,6622.04,22741,433.47
446,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q6,T,F,0,4,4,1,1,F,F,187.039,44.352,0,44,5729.34,11045,231.391
447,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q7,T,T,5,5,15,6,5,F,T,506.236,169.056,0,266,13791.95,33575,675.292
448,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q8,T,T,7,5,19,8,8,T,T,578.046,136.317,0,239,6513.85,21763,714.363
449,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q9,T,T,5,6,16,6,6,F,T,292.127,79.872,0,157,30140.23,42162,371.999
450,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q10,T,F,3,4,16,4,4,F,T,370.719,139.934,0,282,8802.48,20480,510.653
451,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
452,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q12,T,F,1,5,7,2,2,T,T,261.568,68.99,0,114,16858.62,26055,330.558
453,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q13,T,T,1,0,6,2,2,F,T,,,,,,82833,
454,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q14,T,F,1,4,6,2,2,T,F,299.135,75.584,0,72,4484.62,12069,374.719
455,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q15,T,T,1,4,8,2,2,F,T,211.422,55.808,0,102,4693,11981,267.23
456,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q16,T,T,1,0,8,3,3,F,T,409.503,158.111,0,325,25078.45,37752,567.614
457,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q17,T,T,2,3,6,3,2,F,F,256.96,40.96,0,41,11486.11,19521,297.92
458,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q18,T,T,2,2,8,4,3,F,T,319.645,114.4,0,193,13614.93,23689,434.045
459,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q19,T,F,1,6,10,2,2,F,F,595.547,185.885,0,169,36729.87,47852,781.432
460,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q20,T,T,2,3,17,5,5,F,T,454.748,167.965,0,251,9696.17,21501,622.713
461,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q21,T,T,3,4,16,6,4,F,T,1470.774,838.107,517,1561,1124744.116,1107575,2308.881
462,BlazingSQL,T,T,F,64,2080ti,11,1,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
463,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q1,T,F,0,7,7,1,1,F,T,337.46,80.64,0,140,38630.59,55097,418.1
464,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q2,T,T,8,0,16,10,5,F,T,415.197,185.28,0,282,7331.34,27437,600.477
465,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q3,T,F,2,4,10,3,3,F,T,326.591,99.008,0,163,13057.58,25796,425.599
466,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q4,T,T,0,3,7,2,2,F,T,233.438,102.495,0,165,29320.34,42698,335.933
467,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q5,T,F,5,4,16,6,6,F,T,354.717,121.056,0,174,13521.84,28231,475.773
468,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q6,T,F,0,4,4,1,1,F,F,188.8,44.191,0,44,11268.89,17726,232.991
469,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q7,T,T,5,5,15,6,5,F,T,508.125,172.735,0,266,26627.72,44724,680.86
470,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q8,T,T,7,5,19,8,8,T,T,572.315,138.687,0,238,13237.08,31738,711.002
471,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q9,T,T,5,6,16,6,6,F,T,297.534,93.088,0,162,68456.63,78588,390.622
472,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q10,T,F,3,4,16,4,4,F,T,372.414,137.951,0,279,20493.03,32852,510.365
473,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
474,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q12,T,F,1,5,7,2,2,T,T,262.75,72.127,0,114,33331.58,41667,334.877
475,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q13,T,T,1,0,6,2,2,F,T,108.958,40.416,0,71,156356.7,167151,149.374
476,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q14,T,F,1,4,6,2,2,T,F,309.567,75.36,0,72,8463.31,16530,384.927
477,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q15,T,T,1,4,8,2,2,F,T,213.63,56.512,0,104,8475.35,15268,270.142
478,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q16,T,T,1,0,8,3,3,F,T,419.007,161.183,0,327,44599.04,55626,580.19
479,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q17,T,T,2,3,6,3,2,F,F,266.623,40.448,0,41,26945.32,34941,307.071
480,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q18,T,T,2,2,8,4,3,F,T,305.663,114.239,0,192,27906.47,36628,419.902
481,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q19,T,F,1,6,10,2,2,F,F,602.971,189.216,0,169,74719.99,85907,792.187
482,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q20,T,T,2,3,17,5,5,F,T,432.095,153.792,0,248,19986.7,32165,585.887
483,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q21,T,T,3,4,16,6,4,F,T,4707.369,945.564,405841,1565,17677645.3,15202904,5652.933
484,BlazingSQL,T,T,F,64,2080ti,11,2,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
485,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q1,T,F,0,7,7,1,1,F,T,342.399,80.989,0,140,83348.54,95189,423.388
486,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q2,T,T,8,0,16,10,5,F,T,422.266,182.848,16,289,17423.42,35409,605.114
487,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q3,T,F,2,4,10,3,3,F,T,328.574,100.928,10,165,27091.52,37133,429.502
488,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q4,T,T,0,3,7,2,2,F,T,237.566,102.08,5,165,60186.65,72164,339.646
489,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q5,T,F,5,4,16,6,6,F,T,362.239,100.128,127,167,31830.76,42763,462.367
490,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q6,T,F,0,4,4,1,1,F,F,191.488,45.024,0,44,22052.44,28011,236.512
491,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q7,T,T,5,5,15,6,5,F,T,530.558,201.76,494,266,57441.13,68681,732.318
492,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q8,T,T,7,5,19,8,8,T,T,579.228,147.422,0,238,26894.84,42419,726.65
493,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q9,T,T,5,6,16,6,6,F,T,297.63,90.943,274,157,149954.34,157201,388.573
494,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q10,T,F,3,4,16,4,4,F,T,375.965,139.711,56,281,52644.46,57859,515.676
495,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
496,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q12,T,F,1,5,7,2,2,T,T,263.774,63.231,0,114,66558.87,74634,327.005
497,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q13,T,T,1,0,6,2,2,F,T,112.446,42.656,501,71,306753.44,308653,155.102
498,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q14,T,F,1,4,6,2,2,T,F,300.895,76.318,6,72,16872.89,24728,377.213
499,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q15,T,T,1,4,8,2,2,F,T,212.352,55.936,4,106,16894.11,23725,268.288
500,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q16,T,T,1,0,8,3,3,F,T,422.235,169.949,366,326,101318.81,108020,592.184
501,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q17,T,T,2,3,6,3,2,F,F,255.903,40.448,0,41,59405.27,68419,296.351
502,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q18,T,T,2,2,8,4,3,F,T,313.757,116.064,887,196,96276.37,75638,429.821
503,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q19,T,F,1,6,10,2,2,F,F,620.19,190.783,6,169,156951.55,169117,810.973
504,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q20,T,T,2,3,17,5,5,F,T,440.029,157.407,19,252,44528.91,52105,597.436
505,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q21,T,T,3,4,16,6,4,F,T,4645.925,961.914,1249691,1571,54857606.76,41220400,5607.839
506,BlazingSQL,T,T,F,64,2080ti,11,4,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
507,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q1,T,F,0,7,7,1,1,F,T,344.351,81.887,241,140,155364.07,171854,426.238
508,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q2,T,T,8,0,16,10,5,F,T,433.31,187.423,0,291,27992.38,48394,620.733
509,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q3,T,F,2,4,10,3,3,F,T,341.087,114.687,195,167,58384.01,61554,455.774
510,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q4,T,T,0,3,7,2,2,F,T,239.263,114.271,119,165,123702.02,130785,353.534
511,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q5,T,F,5,4,16,6,6,F,T,360.862,108.413,120,166,57397.32,68299,469.275
512,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q6,T,F,0,4,4,1,1,F,F,202.944,46.912,223,44,52923.84,49419,249.856
513,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q7,T,T,5,5,15,6,5,F,T,517.118,174.912,283,266,115428.32,121929,692.03
514,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q8,T,T,7,5,19,8,8,T,T,580.348,147.552,185,238,52885.69,69237,727.9
515,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q9,T,T,5,6,16,6,6,F,T,331.39,86.208,263,157,314412.91,320289,417.598
516,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q10,T,F,3,4,16,4,4,F,T,379.262,142.207,215,283,98966.27,106564,521.469
517,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q11,T,T,4,0,8,6,3,F,T,,,,,,,
518,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q12,T,F,1,5,7,2,2,T,T,268,64.96,223,114,140596.31,139706,332.96
519,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q13,T,T,1,0,6,2,2,F,T,113.728,42.624,86,71,614171.03,616029,156.352
520,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q14,T,F,1,4,6,2,2,T,F,302.78,81.375,252,72,41798.63,39738,384.155
521,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q15,T,T,1,4,8,2,2,F,T,216.352,58.079,215,108,41959.14,39854,274.431
522,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q16,T,T,1,0,8,3,3,F,T,432.702,183.325,320,328,248929.37,254778,616.027
523,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q17,T,T,2,3,6,3,2,F,F,260.094,41.408,272,41,134124.9,133590,301.502
524,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q18,T,T,2,2,8,4,3,F,T,318.912,116,90,195,171611.39,168651,434.912
525,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q19,T,F,1,6,10,2,2,F,F,614.491,195.423,181,169,343395.55,351784,809.914
526,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q20,T,T,2,3,17,5,5,F,T,448.124,158.207,198,258,94538.89,96606,606.331
527,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q21,T,T,3,4,16,6,4,F,T,,,,,,,
528,PG-Strom,F,F,F,64,2080ti,11,8,4352,Q1,T,F,0,7,7,1,1,F,T,671511.63,672771.15,28866,503,1467930,3696302,671511.63
529,BlazingSQL,T,T,F,64,2080ti,11,8,4352,Q22,T,T,0,0,4,3,2,F,T,,,,,,,
530,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q1,T,F,0,7,7,1,1,F,T,256409.36,119019,27752,69,349858.75,692650,256409.36
531,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q2,T,T,8,0,16,10,5,F,T,29128,1387.55,3194,5,4707.39,263990,29128
532,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q3,T,F,2,4,10,3,3,F,T,193630.63,154623.52,9376,23,26867.28,1875320,193630.63
533,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q4,T,T,0,3,7,2,2,F,T,88181.79,57439.31,785,6,1543.57,330200,88181.79
534,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q5,T,F,5,4,16,6,6,F,T,70551.06,1880.18,9341,11,6883.92,348900,70551.06
535,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q6,T,F,0,4,4,1,1,F,F,254171.97,212921.26,17755,39,57437.91,503940,254171.97
536,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q7,T,T,5,5,15,6,5,F,T,64760.22,2934.68,7589,10,7814.36,428790,64760.22
537,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q8,T,T,7,5,19,8,8,T,T,60035.77,9939.86,5758,7,5535.39,553710,60035.77
538,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q9,T,T,5,6,16,6,6,F,T,,,,,,1595020,
539,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q10,T,F,3,4,16,4,4,F,T,,,,,,1691020,
540,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q11,T,T,4,0,8,6,3,F,T,28446.36,13044.75,2111,8,6919.95,315800,28446.36
541,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q12,T,F,1,5,7,2,2,T,T,247701.88,150184.25,8999,32,22571.74,964020,247701.88
542,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q13,T,T,1,0,6,2,2,F,T,24707.96,19007.83,2848,6,73445.68,717734,24707.96
543,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q14,T,F,1,4,6,2,2,T,F,157909.91,148511.11,5541,26,13264.24,911380,157909.91
544,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q15,T,T,1,4,8,2,2,F,T,288036.82,271752.04,2908,17,8422.68,592230,288036.82
545,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q16,T,T,1,0,8,3,3,F,T,10485.6,2459.84,1950,4,5080.13,708070,10485.6
546,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q17,T,T,2,3,6,3,2,F,F,215142.64,200673.62,30299,84,110021.73,1867430,215142.64
547,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q18,T,T,2,2,8,4,3,F,T,100381.91,95842.47,6363,22,15047.41,2705810,100381.91
548,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q19,T,F,1,6,10,2,2,F,F,157430.91,150014.16,3671,20,47133.88,946620,157430.91
549,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
550,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q21,T,T,3,4,16,6,4,F,T,214575.98,169858.85,16336,24,34186.37,1149620,214575.98
551,PG-Strom,F,F,F,48,1080ti,11,1,3584,Q22,T,T,0,0,4,3,2,F,T,,,,,,349890,
552,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q1,T,F,0,7,7,1,1,F,T,505124.6,469136.64,44679,129,650733.38,1092424,505124.6
553,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q2,T,T,8,0,16,10,5,F,T,95948.47,46195.03,5298,9,19173.03,418391,95948.47
554,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q3,T,F,2,4,10,3,3,F,T,330858.72,292788.93,15459,41,47666.88,3872026,330858.72
555,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q4,T,T,0,3,7,2,2,F,T,157189.33,117875.34,1420,10,3178.49,446761,157189.33
556,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q5,T,F,5,4,16,6,6,F,T,114333.82,91382.28,10206,16,14403.45,903243,114333.82
557,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q6,T,F,0,4,4,1,1,F,F,497525.29,466569.81,33789,69,111730.25,816674,497525.29
558,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q7,T,T,5,5,15,6,5,F,T,130938.14,20731.13,13580,15,14759.22,648366,130938.14
559,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q8,T,T,7,5,19,8,8,T,T,124580.59,66996.61,9585,11,9707.71,1098516,124580.59
560,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q9,T,T,5,6,16,6,6,F,T,520783.59,493836.11,34521,34,99606.03,2485207,520783.59
561,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q10,T,F,3,4,16,4,4,F,T,277047.81,283130.41,12875,43,46622.85,3082184,277047.81
562,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q11,T,T,4,0,8,6,3,F,T,113844.48,74293.81,10306,20,13174.4,399070,113844.48
563,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q12,T,F,1,5,7,2,2,T,T,347463.08,311514.34,11044,53,50430.69,1752743,347463.08
564,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q13,T,T,1,0,6,2,2,F,T,,,,,,,
565,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q14,T,F,1,4,6,2,2,T,F,240695.36,234379.38,6294,41,25184.62,1622841,240695.36
566,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q15,T,T,1,4,8,2,2,F,T,529702.65,512337.39,5773,35,19277.92,975643,529702.65
567,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q16,T,T,1,0,8,3,3,F,T,37180.29,31909.09,2347,8,10018.06,896385,37180.29
568,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q17,T,T,2,3,6,3,2,F,F,377755.4,362364.66,51663,159,243203.61,3557763,377755.4
569,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q18,T,T,2,2,8,4,3,F,T,,,,,,,
570,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q19,T,F,1,6,10,2,2,F,F,245677.67,236959.87,4938,35,106063.47,1751388,245677.67
571,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q20,T,T,2,3,17,5,5,F,T,,,,,,,
572,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q21,T,T,3,4,16,6,4,F,T,361309.35,314405.46,21838,42,73596.34,2069358,361309.35
573,PG-Strom,F,F,F,48,1080ti,11,2,3584,Q22,T,T,0,0,4,3,2,F,T,6201.15,5387.6,87,1,1196.16,846681,6201.15
574,PG-Strom,F,F,F,48,1080ti,11,4,3584,Q1,T,F,0,7,7,1,1,F,T,1006640,989344.35,73898,255,1306640,1989211,1006640
575,PG-Strom,F,F,F,48,1080ti,11,4,3584,Q2,T,T,8,0,16,10,5,F,T,262632.78,230970.41,21838,30,47045.77,840212,262632.78
576,PG-Strom,F,F,F,48,1080ti,11,4,3584,Q3,T,F,2,4,10,3,3,F,T,1153930,1174980,74583,82,163551.8,2380892,1153930
